Gene	TPM_average_ZT2	TPM_average_ZT4	TPM_average_ZT6	TPM_average_ZT8	TPM_average_ZT10	TPM_average_ZT12	TPM_average_ZT14	TPM_average_ZT16	TPM_average_ZT18	TPM_average_ZT20	TPM_average_ZT22	TPM_average_ZT24
AT1G70160	37.92857143	50	53.21428571	51.21428571	48.07142857	44.92857143	50.85714286	58.07142857	55.92857143	58.92857143	58.85714286	58.21428571
AT1G70180	18.35714286	16.71428571	15.71428571	15.35714286	16.85714286	15.35714286	18.21428571	18.92857143	18.35714286	19.92857143	19.64285714	21.85714286
AT1G70190	27.35714286	29.57142857	33.71428571	31.71428571	32.21428571	31.28571429	29.85714286	30.78571429	31.71428571	29.5	28.21428571	29.14285714
AT1G70200	43.14285714	47.42857143	51.78571429	48.28571429	52.85714286	50.78571429	43.14285714	43.57142857	46.5	43.78571429	41.21428571	33.14285714
AT1G70210	19.64285714	25.78571429	30.14285714	25.14285714	23.92857143	20.78571429	14.42857143	13.14285714	13	11.78571429	11.07142857	11.57142857
AT1G70230	23.78571429	22	19.71428571	16	14.35714286	15.21428571	14.57142857	15.57142857	15.21428571	15.5	17.28571429	18.21428571
AT1G70250	10.5	10.5	6.214285714	NA	NA	NA	NA	NA	NA	6.071428571	7.214285714	8.928571429
AT1G70280	29.92857143	29.42857143	26.5	22.64285714	25.14285714	25.78571429	27.92857143	25.92857143	25.92857143	26.35714286	29.14285714	26.71428571
AT1G70290	14.21428571	14.21428571	12.78571429	10.28571429	5.714285714	NA	26.71428571	19.85714286	19.92857143	30.35714286	34.85714286	45.57142857
AT1G70300	11.07142857	15.71428571	17.57142857	15.07142857	11.5	9.071428571	12.28571429	13.92857143	14.64285714	16.57142857	16.28571429	17.78571429
AT1G70310	88.42857143	85.35714286	102.7857143	102.5714286	107.8571429	114.0714286	121.7857143	127.9285714	115.1428571	117.9285714	108.4285714	96.5
AT1G70320	21.07142857	23.64285714	22.64285714	20.07142857	23.14285714	19.28571429	20	21.85714286	22.07142857	22.71428571	23.21428571	22.71428571
AT1G70330	22.57142857	24.21428571	26.28571429	25.85714286	25.14285714	21.71428571	25.35714286	24.28571429	24.92857143	25.5	24.78571429	27.42857143
AT1G70340	10	10.64285714	11.35714286	11.71428571	11.07142857	10.28571429	11.35714286	10.5	10.71428571	9.571428571	9.785714286	10
AT1G70350	31.14285714	28.57142857	34	35.42857143	36.5	39.35714286	39.57142857	36.64285714	36.71428571	34.57142857	32.07142857	31.92857143
AT1G70370	102.3571429	94.92857143	90.35714286	85.78571429	84.14285714	86.92857143	97.07142857	92.07142857	96.35714286	93.78571429	95.57142857	74.28571429
AT1G70410	255.3571429	218.0714286	194.5714286	181.5714286	173.5	177.3571429	255.1428571	262.5714286	259.4285714	299.5714286	302.3571429	310.7857143
AT1G70420	6.5	7.785714286	13.28571429	22.64285714	14.35714286	8.357142857	5.785714286	7.5	8.857142857	8.142857143	6.214285714	6.428571429
AT1G70470	11.5	12.64285714	12.42857143	12.71428571	14.07142857	15.07142857	12.85714286	12.5	13.21428571	11.71428571	10.92857143	10.42857143
AT1G70480	21.28571429	20.14285714	18.64285714	16.57142857	17.28571429	18.57142857	19.14285714	21.28571429	21.92857143	24.07142857	23.85714286	25.57142857
AT1G70490	251.4285714	251.9285714	254	241.5714286	241.0714286	245.7142857	243	220.1428571	227.7857143	200.7142857	206.8571429	203.7142857
AT1G70505	7.5	8.928571429	7.214285714	4.857142857	NA	NA	NA	NA	NA	NA	NA	NA
AT1G70518	6	6.285714286	6.214285714	6	6.214285714	5.857142857	7.428571429	8	6.357142857	6.928571429	7.857142857	8.142857143
AT1G70520	7	7	8.142857143	8.857142857	8.214285714	7.357142857	11.57142857	12.71428571	12.21428571	12.07142857	12.42857143	12.14285714
AT1G70530	9.642857143	10.85714286	14.5	14.78571429	12.42857143	9.5	11.92857143	14.57142857	14.71428571	15.64285714	14.64285714	16.42857143
AT1G70550	14.71428571	15.14285714	13.92857143	10.85714286	11.85714286	12.14285714	9.714285714	9.928571429	10.64285714	9.428571429	10.78571429	10.71428571
AT1G70560	9.857142857	16.07142857	18.35714286	17.92857143	19.21428571	19.07142857	18	19.35714286	18.57142857	15.92857143	14.28571429	13.5
AT1G70570	26.57142857	26.21428571	26.21428571	25.21428571	25.92857143	22.71428571	25.57142857	28.14285714	27.28571429	28.71428571	28	28.14285714
AT1G70580	113.7857143	119.0714286	73.28571429	50.64285714	48.28571429	50.85714286	41.92857143	41.35714286	40.78571429	40.35714286	38.85714286	33.64285714
AT1G70590	14.92857143	12.71428571	12.07142857	11.07142857	11.42857143	11.71428571	14.92857143	16.57142857	14.92857143	17.28571429	17.64285714	19.42857143
AT1G70600	579.5	535.3571429	590.3571429	638.5	671.2857143	738.5	590.8571429	605.3571429	622.9285714	529.8571429	519.5	484.9285714
AT1G70610	45.78571429	38.92857143	26.85714286	18.21428571	16.28571429	18.28571429	14.07142857	15.28571429	17.42857143	20.42857143	23.92857143	26.57142857
AT1G70620	29.5	35.92857143	34.35714286	30.85714286	33.21428571	25.78571429	36.28571429	38.57142857	39.07142857	42.14285714	40.64285714	41.57142857
AT1G70660	113.5	79.42857143	59.92857143	50.28571429	50.21428571	59.71428571	83.5	96.28571429	97.57142857	127.9285714	133.2857143	173.5
AT1G70670	28.28571429	27.21428571	25.21428571	23	21.78571429	23.21428571	23.57142857	26.5	25.92857143	27.14285714	26.78571429	29.21428571
AT1G70690	9.5	5.642857143	7.142857143	8.214285714	6.785714286	5.357142857	10.57142857	9.214285714	9.428571429	11.35714286	13.14285714	14.42857143
AT1G70700	75.14285714	40.07142857	23.92857143	28.14285714	16.92857143	28.28571429	62.92857143	48.64285714	46.71428571	67.5	69.07142857	65.92857143
AT1G70710	35.85714286	36	29.21428571	28	32	32.71428571	32.5	33.21428571	33.28571429	33.85714286	37.42857143	34.92857143
AT1G70730	116.4285714	106.7142857	83.71428571	72.14285714	95.42857143	116.1428571	101.6428571	111.3571429	108.7142857	109.7857143	102.7142857	87
AT1G70740	8.642857143	8.285714286	8.928571429	9.071428571	8.785714286	7.5	6.142857143	7.142857143	7.642857143	7.857142857	7.928571429	8.357142857
AT1G70760	194.7857143	223.2142857	196	175.5714286	201.0714286	215.1428571	214.0714286	236.5714286	214.9285714	239.6428571	220.2142857	201.7142857
AT1G70770	70.78571429	75.28571429	82	79.78571429	86.35714286	81	81.42857143	82.5	81.71428571	74.57142857	75.07142857	74.78571429
AT1G70782	201.0714286	171.1428571	183.8571429	197.7857143	235.5714286	268.1428571	422.2142857	495.5	492.7142857	415.8571429	384.2142857	342.0714286
AT1G70790	9.5	13.64285714	13.78571429	12.14285714	10.42857143	10.64285714	11.07142857	13.21428571	14.78571429	13.64285714	13.78571429	11.85714286
AT1G70810	12.21428571	22.5	28.21428571	32	27.42857143	28	22.28571429	21.21428571	18	17.78571429	15.78571429	12.64285714
AT1G70820	7.071428571	38.78571429	84.92857143	96.92857143	84.07142857	60.14285714	47.07142857	39.21428571	33.42857143	25.57142857	13.78571429	NA
AT1G70830	115.8571429	138.5	135.7857143	126.4285714	141.1428571	148	119.7142857	92.71428571	91.14285714	104.5	104.4285714	92.5
AT1G70850	129.7857143	120.0714286	189.6428571	198.4285714	114.7142857	86.21428571	111.5	114.7857143	109.9285714	136.0714286	136.8571429	243.2142857
AT1G70890	81.21428571	136.2142857	197.1428571	236.9285714	285.3571429	305.7142857	155.5	114.4285714	92	94.85714286	78.85714286	65.14285714
AT1G70895	6.857142857	5.928571429	6.928571429	6.5	7.142857143	7.571428571	7.571428571	7.5	7.785714286	7.214285714	7.5	7.714285714
AT1G70900	35.85714286	37.42857143	32.64285714	31.28571429	38.42857143	43.14285714	34.07142857	42.07142857	48.78571429	47.07142857	46.07142857	37.35714286
AT1G70940	61.42857143	59	41.07142857	33.35714286	37.21428571	38.5	52.57142857	51.85714286	56	63.71428571	75.07142857	87.35714286
AT1G70980	15.28571429	14.5	15.5	16.07142857	17	16.71428571	22.57142857	24.21428571	22.57142857	23	23.35714286	26.28571429
AT1G70985	48.07142857	31	27.5	21.28571429	8.214285714	5.714285714	5.928571429	5.714285714	7.214285714	6.357142857	11.35714286	13.42857143
AT1G70990	6	NA	5.071428571	6.142857143	5.5	NA	5.714285714	NA	5.285714286	5.428571429	5.428571429	8.071428571
AT1G71010	25.42857143	23.64285714	21.92857143	19.14285714	21.78571429	19.42857143	21.78571429	22.92857143	23	23	24.71428571	25.64285714
AT1G71020	18.5	21.92857143	23.64285714	23.14285714	19.71428571	15.5	22.57142857	20.35714286	21	24.35714286	23.5	25.64285714
AT1G71030	14.35714286	36.42857143	52.35714286	45.35714286	15	9	7.214285714	5.428571429	5.142857143	7.285714286	7.214285714	15.57142857
AT1G71040	16.92857143	23.07142857	26.21428571	24.14285714	18.07142857	15.92857143	14.64285714	16.92857143	19.64285714	25.28571429	25.42857143	26.07142857
AT1G71050	5.071428571	6.428571429	5.357142857	NA	5.071428571	6.428571429	5.642857143	NA	NA	NA	NA	NA
AT1G71070	30.07142857	32.42857143	34.5	30.85714286	34.21428571	31.85714286	29.28571429	30	29.71428571	26.85714286	26.64285714	26.57142857
AT1G71080	28.85714286	31.35714286	29.78571429	29.07142857	29.71428571	30.5	33.28571429	36.71428571	34.14285714	37.85714286	38.21428571	41.71428571
AT1G71090	23.71428571	24.5	25.14285714	21.78571429	23.57142857	23.14285714	21.71428571	23.07142857	23.5	24.28571429	24.5	25.28571429
AT1G71100	20.07142857	18.5	21.5	24.92857143	25.92857143	23.14285714	23.57142857	20.07142857	21.5	19.42857143	18.92857143	17.28571429
AT1G71110	7.642857143	7.714285714	8.928571429	10.35714286	12.07142857	10.85714286	12.5	10.35714286	10.85714286	8.785714286	8.642857143	7.5
AT1G71130	10.35714286	13.64285714	17.5	16.42857143	16.21428571	16.07142857	13.85714286	12.35714286	11.92857143	13.14285714	12.21428571	12.35714286
AT1G71170	7.285714286	8.5	8.142857143	7.857142857	8.214285714	8.714285714	9.5	8.928571429	8.571428571	8.5	7.714285714	8.5
AT1G71180	8.571428571	9.428571429	9.214285714	8.785714286	11	11.71428571	11.28571429	13.21428571	12.92857143	13.21428571	12.5	12.07142857
AT1G71190	19.14285714	21.57142857	22.71428571	20.42857143	22.21428571	19.5	25.78571429	26.57142857	25.35714286	26.14285714	27.64285714	27.92857143
AT1G71200	5.714285714	5.714285714	5.785714286	NA	NA	NA	6.714285714	6.642857143	8.5	8.642857143	8.142857143	7.071428571
AT1G71210	6.928571429	6.714285714	7.785714286	7.785714286	9.5	8.428571429	6.714285714	6.714285714	7.285714286	6.571428571	5.785714286	6
AT1G71220	22.28571429	26	29.57142857	28.14285714	32.07142857	28.64285714	29.35714286	29.21428571	29.14285714	27.07142857	27.21428571	26.21428571
AT1G71240	9.785714286	10.21428571	10.57142857	9.571428571	10.07142857	9.357142857	8.357142857	9.071428571	9.285714286	9.357142857	9	8.785714286
AT1G71260	52.21428571	55.5	61.92857143	67.14285714	79.78571429	84.07142857	67.78571429	70.78571429	71.92857143	65	63.21428571	55.71428571
AT1G71270	20.78571429	24	25.64285714	22.14285714	23.71428571	21.42857143	23.64285714	22.35714286	23.92857143	22.14285714	22.07142857	21.42857143
AT1G71310	14.28571429	16.14285714	18.07142857	17.5	18.78571429	19.42857143	16.21428571	14.5	15.28571429	14.07142857	13.92857143	12.85714286
AT1G71340	28.71428571	26.21428571	18.14285714	12.71428571	11.78571429	12.21428571	13.35714286	15.14285714	16.71428571	20.28571429	23.57142857	28.5
AT1G71350	13.5	12.14285714	11.28571429	10.57142857	11.35714286	12.14285714	13.35714286	14.42857143	14.78571429	15.42857143	14.92857143	15.42857143
AT1G71400	7.642857143	6.357142857	7.071428571	7.214285714	7.071428571	5.142857143	6.5	6.928571429	7.357142857	6.571428571	7.214285714	6.642857143
AT1G71410	16.92857143	16.71428571	17.92857143	17.14285714	18.35714286	15.78571429	29.85714286	28.07142857	27.07142857	31.57142857	33.07142857	35.78571429
AT1G71430	20.92857143	20	22.28571429	22.92857143	24.35714286	24.5	17.07142857	18.35714286	20.21428571	16.64285714	17.07142857	16.92857143
AT1G71440	14.35714286	17.71428571	19.07142857	17	17.57142857	16	16.78571429	16.92857143	15.85714286	15.85714286	15.28571429	15.57142857
AT1G71480	54.21428571	64.21428571	53.07142857	38.64285714	31.71428571	31.35714286	30.42857143	33.21428571	34.07142857	42.5	45.85714286	50.78571429
AT1G71500	308.5	321.3571429	286.3571429	254.8571429	277.6428571	290.4285714	322.3571429	344.5	295.6428571	313.5714286	297.5	289
AT1G71692	7.071428571	5.714285714	5.642857143	5.285714286	5.5	6.285714286	5.857142857	6.857142857	8.571428571	8.357142857	9.142857143	10.5
AT1G71695	75.85714286	109.2142857	138.5714286	147.2857143	173.9285714	157.2142857	136.2142857	146.8571429	132.6428571	125.9285714	104.5	81.28571429
AT1G71696	14.57142857	15.14285714	15.42857143	14.78571429	15.92857143	15.14285714	13.85714286	14.35714286	14.35714286	13.28571429	12.85714286	12.92857143
AT1G71697	15.92857143	14.85714286	13.35714286	13.42857143	11.5	11.5	13.57142857	14.35714286	13.85714286	14.92857143	16.57142857	18.5
AT1G71710	16.85714286	16.14285714	18.85714286	19.14285714	19.28571429	17	14.35714286	15.35714286	15.78571429	15	12.57142857	9.285714286
AT1G71720	35.42857143	34.5	33.78571429	33.57142857	37	33.85714286	38.14285714	39.14285714	39.07142857	40.42857143	40.14285714	36.64285714
AT1G71730	55.28571429	55.07142857	57.92857143	61.35714286	65.07142857	64.28571429	72.28571429	72.57142857	70.5	71.5	65.92857143	70.78571429
AT1G71740	10.35714286	8.857142857	12.5	14.71428571	10.35714286	8.071428571	9.571428571	8.857142857	9.428571429	10.71428571	9.928571429	15
AT1G71750	15.64285714	14.64285714	14.28571429	15.42857143	16.14285714	17.07142857	15.35714286	15.5	14.64285714	14.42857143	13.78571429	13.07142857
AT1G71780	30.14285714	31.07142857	36.5	37.57142857	39.92857143	38.28571429	39	38.35714286	39.71428571	32.71428571	33.07142857	30.78571429
AT1G71790	16.5	16.5	18.5	17.92857143	20.28571429	19.35714286	24.42857143	25.57142857	26.92857143	28.21428571	27.85714286	29.07142857
AT1G71800	6.571428571	8.714285714	11.57142857	12.21428571	12.78571429	11.28571429	11.78571429	11.5	11.78571429	10.21428571	9.428571429	7.285714286
AT1G71810	34.14285714	32.85714286	27.5	23.85714286	29.78571429	32.71428571	29.85714286	27.21428571	25.5	23.92857143	22.57142857	17.92857143
AT1G71820	30.42857143	31.14285714	34.21428571	31.57142857	33.28571429	29.35714286	37.14285714	35.21428571	34.85714286	34.07142857	34.14285714	34.21428571
AT1G71830	6.5	7.642857143	7.642857143	7.785714286	8.785714286	8.857142857	8.571428571	8.285714286	9.071428571	7.714285714	8	7.5
AT1G71840	45	36.21428571	38.64285714	39.64285714	46.5	47.5	36.42857143	39.92857143	41.64285714	36.14285714	34.78571429	31.64285714
AT1G71850	8.785714286	7.571428571	9	10.14285714	11.85714286	10.85714286	7.642857143	7.285714286	8.071428571	6.214285714	5.071428571	5
AT1G71860	41.28571429	41.07142857	41	39.92857143	40.78571429	39.21428571	52.71428571	49.21428571	48.07142857	51.57142857	51	53
AT1G71865	12.85714286	16.21428571	16	16.5	19.21428571	19.07142857	19.28571429	20	18.07142857	17.5	18	17.57142857
AT1G71870	7.928571429	9.428571429	7.357142857	7.357142857	6.928571429	6.357142857	5.857142857	5.5	6.285714286	6.214285714	6.214285714	6.714285714
AT1G71880	99.78571429	75.5	90	92.07142857	83.07142857	71.07142857	110.0714286	101.2857143	90.92857143	79.21428571	78.64285714	75.28571429
AT1G71900	20.57142857	20.14285714	22	18.64285714	22.14285714	21.64285714	21.71428571	22.21428571	22.28571429	21.07142857	20.42857143	21.28571429
AT1G71920	40.14285714	36.92857143	36.5	34.07142857	39.35714286	40.35714286	37.85714286	36.07142857	37.71428571	33.14285714	33.21428571	29.21428571
AT1G71940	12.14285714	13.14285714	13.78571429	12	12.71428571	12.07142857	11.14285714	11.64285714	12	11.64285714	11.85714286	13.57142857
AT1G71950	82.78571429	82.78571429	78.57142857	77.14285714	73.64285714	74.42857143	89.28571429	80	80.35714286	74.85714286	77.42857143	76.57142857
AT1G71960	9.428571429	10	7.785714286	7.071428571	7.428571429	7.357142857	8.428571429	7.785714286	9.642857143	10.5	11.21428571	12.64285714
AT1G71970	19.57142857	21	21.14285714	19.14285714	14.21428571	10.21428571	27.35714286	22.71428571	22.28571429	26.92857143	26.57142857	33.57142857
AT1G71980	39	36.78571429	39.21428571	36.64285714	37.42857143	31.35714286	37.78571429	39.28571429	38.92857143	40	40.85714286	41.14285714
AT1G72010	19.71428571	22.85714286	24.78571429	22.35714286	25	25.35714286	26.28571429	27.14285714	25.71428571	27	25.57142857	24.14285714
AT1G72020	383.5	382.9285714	390.0714286	395.6428571	388.5	399.8571429	370.5714286	369.6428571	371.2857143	348.3571429	352.9285714	341.0714286
AT1G72030	88.42857143	94.07142857	68.64285714	37.64285714	37.14285714	64.14285714	36.21428571	44.07142857	56.42857143	69.64285714	72.21428571	58.92857143
AT1G72040	52.28571429	49.92857143	50.35714286	48.14285714	59.42857143	63.85714286	45.85714286	45.71428571	47.07142857	38.35714286	37.07142857	35.14285714
AT1G72050	32.5	29.14285714	31.21428571	30	35.42857143	32.71428571	29.57142857	30.57142857	32.07142857	28.07142857	27.5	27.85714286
AT1G72090	23.57142857	22.21428571	23.71428571	22.57142857	24.57142857	24	21.5	22.28571429	22.57142857	20.71428571	20.92857143	20.35714286
AT1G72130	60.78571429	51.85714286	46.64285714	33.92857143	26.5	25.71428571	31.57142857	31.28571429	31.64285714	35.35714286	34.35714286	39.71428571
AT1G72140	6.5	NA	5.714285714	6.714285714	NA	NA	5.5	6	5.714285714	5.428571429	NA	6.357142857
AT1G72150	71.71428571	71.42857143	120.0714286	148.5714286	127.0714286	81.28571429	184.2142857	153.4285714	142.4285714	156.8571429	153.8571429	149.7142857
AT1G72160	45.78571429	55.92857143	75.07142857	76.42857143	67.35714286	54.07142857	47.57142857	55.57142857	58	55.85714286	53.71428571	51.35714286
AT1G72170	58.21428571	69.85714286	71.92857143	64	69.14285714	70.64285714	70.42857143	67.92857143	68.28571429	60.78571429	59.28571429	58.64285714
AT1G72175	14.92857143	17	18.92857143	16.64285714	16.07142857	15.28571429	17.28571429	15.71428571	13.92857143	13.5	14.14285714	15.85714286
AT1G72180	16.64285714	24.57142857	29.07142857	26.5	22.28571429	15.21428571	18.92857143	13.5	12.14285714	12.5	11.71428571	12.07142857
AT1G72190	8.571428571	9.857142857	10.14285714	10.5	12.85714286	13.14285714	11.14285714	14.35714286	14.14285714	13.28571429	12.5	10.5
AT1G72200	11.85714286	8.785714286	7.857142857	6.857142857	6.142857143	5.857142857	8.5	8.428571429	9.857142857	11.07142857	14.14285714	17.07142857
AT1G72230	24.92857143	27.14285714	29.21428571	26.5	26.64285714	27.92857143	28.42857143	24.92857143	25.78571429	22.85714286	23.85714286	27.5
AT1G72250	5.785714286	7.357142857	8.428571429	7.285714286	7.571428571	7.214285714	6.714285714	5.928571429	6.285714286	NA	NA	NA
AT1G72270	13.07142857	9.5	7.142857143	6.142857143	9	10.14285714	11.78571429	10.14285714	10.71428571	9.785714286	9.928571429	9.928571429
AT1G72300	13.07142857	11.28571429	9.285714286	6.928571429	6.714285714	6.357142857	7.714285714	9.071428571	9.142857143	10.92857143	12.42857143	14.85714286
AT1G72310	18.92857143	18.78571429	17.78571429	14.5	15.71428571	15.57142857	16.78571429	16.92857143	17.21428571	17.78571429	18.07142857	20.64285714
AT1G72320	21.78571429	19.5	21.28571429	20.5	24	22.78571429	19.07142857	20.28571429	20.78571429	18.92857143	18.92857143	19
AT1G72340	17.35714286	24.71428571	31.64285714	32.71428571	34.35714286	30.78571429	34.28571429	31.57142857	31.5	26.78571429	26.14285714	20.14285714
AT1G72360	10.78571429	7.5	7.214285714	5.571428571	7.857142857	9	8.785714286	6.857142857	7.642857143	7.071428571	7.428571429	8.928571429
AT1G72370	488.5	463.0714286	507.8571429	550.5	585.2857143	622.7857143	569.0714286	569.1428571	556.5714286	488.8571429	492.7857143	465
AT1G72390	8.928571429	9.071428571	9.142857143	8.285714286	9.071428571	8.142857143	8.714285714	9.142857143	9.214285714	8.928571429	8.928571429	8.357142857
AT1G72410	12.57142857	13.92857143	13.85714286	12.92857143	13.85714286	12.78571429	23.35714286	24.92857143	26.07142857	32.14285714	33.85714286	36.42857143
AT1G72416	5.642857143	6.857142857	14.57142857	21.35714286	22.85714286	16.14285714	34.92857143	14.64285714	13.92857143	9.785714286	5.928571429	NA
AT1G72420	8.5	8.071428571	10.21428571	12.07142857	14.42857143	15.78571429	15	12.71428571	13.14285714	10.85714286	9.5	8.285714286
AT1G72430	217.0714286	90.57142857	84.35714286	85	79.28571429	59.92857143	117.7857143	113.9285714	108.0714286	109.3571429	108.8571429	169.4285714
AT1G72440	19.57142857	16.21428571	20.21428571	20.92857143	24.71428571	21.14285714	15.5	17.21428571	17.57142857	15.21428571	14.64285714	14.71428571
AT1G72450	25.78571429	22.42857143	23.28571429	22.64285714	14.78571429	19.28571429	28.85714286	25.07142857	20.35714286	20.28571429	18.57142857	21.21428571
AT1G72470	8	6.928571429	7.071428571	7	8.142857143	8.428571429	8.714285714	8.357142857	9.142857143	8.214285714	8.071428571	8.785714286
AT1G72480	26.35714286	27.42857143	29.28571429	27.57142857	30.5	30.35714286	27.5	27.92857143	28.85714286	24.85714286	26.07142857	24.78571429
AT1G72500	37.14285714	38.42857143	39.14285714	31.78571429	26.42857143	20.35714286	6.142857143	7.214285714	9	11.35714286	14.71428571	16.85714286
AT1G72510	112	76.21428571	67.85714286	70.21428571	71.85714286	65.21428571	56.42857143	57.78571429	58.57142857	62.42857143	65.57142857	71.28571429
AT1G72550	52.42857143	47.42857143	49.35714286	44.28571429	48.85714286	47.5	47.78571429	48.85714286	50.85714286	48.57142857	47.71428571	47.57142857
AT1G72560	11.14285714	11.14285714	11.92857143	11.14285714	12.71428571	11.64285714	10.71428571	11.85714286	11.71428571	11.35714286	11.21428571	10.57142857
AT1G72610	1159.071429	903.1428571	1165.071429	1409.428571	1488.857143	1363	2008.642857	1579.214286	1507.928571	1383.071429	1499.142857	1213.357143
AT1G72630	22.78571429	29.5	31.35714286	28.92857143	25.07142857	20.57142857	10.71428571	10.35714286	13.07142857	16.78571429	21.35714286	26.28571429
AT1G72640	63.21428571	66.57142857	62.85714286	62	68.21428571	68.92857143	69.92857143	65.42857143	62.21428571	62.71428571	57	54.92857143
AT1G72645	95.5	86.21428571	60.64285714	41.64285714	51.35714286	53.42857143	66.71428571	75.5	82.35714286	108.0714286	94.71428571	92.42857143
AT1G72650	15.21428571	15.64285714	13.71428571	12	13.07142857	12.14285714	13.57142857	14.07142857	15.5	16.07142857	17	18.92857143
AT1G72670	8.642857143	12.35714286	13.42857143	10.07142857	10.21428571	10.64285714	8.571428571	7.142857143	7.357142857	6	6.214285714	5.357142857
AT1G72680	22.78571429	21.92857143	23.28571429	21.92857143	21.21428571	18.92857143	28.92857143	36.57142857	32.07142857	33	32.5	37.71428571
AT1G72690	7.357142857	8.142857143	8.214285714	8.642857143	8.571428571	8.357142857	9.785714286	9.428571429	9.857142857	10.14285714	9.5	10.64285714
AT1G72700	12.42857143	15.57142857	18.07142857	16.5	16.07142857	13.92857143	14.21428571	14.85714286	14.64285714	14.14285714	14.14285714	15.28571429
AT1G72710	66.64285714	78.14285714	95.85714286	94.28571429	99.42857143	87.64285714	92.57142857	93.35714286	93.92857143	89.78571429	83.07142857	78.21428571
AT1G72730	20.42857143	21.07142857	24.78571429	25.78571429	26.14285714	25.64285714	21.78571429	21.71428571	22	18.28571429	19.64285714	20.85714286
AT1G72740	21.42857143	20.21428571	19.78571429	18	17.71428571	18.57142857	21.14285714	20.85714286	23.78571429	24.28571429	25.42857143	25.64285714
AT1G72750	85.78571429	74.14285714	78.42857143	78.21428571	80.57142857	75.71428571	82.85714286	81.78571429	82.78571429	86.85714286	85.28571429	95.07142857
AT1G72770	33.57142857	24.92857143	13.21428571	7.5	8.071428571	12.35714286	15	21.85714286	25.5	35.92857143	44.85714286	63.78571429
AT1G72790	5.071428571	5.857142857	6.142857143	6.214285714	6.142857143	5.357142857	7.357142857	7.357142857	6.928571429	6.857142857	7.071428571	7.857142857
AT1G72810	25.92857143	24.85714286	20.92857143	18	21.42857143	21	14.14285714	18.57142857	19.35714286	16.85714286	17.42857143	18.42857143
AT1G72820	19.85714286	17.57142857	13.64285714	11.71428571	10.5	8.571428571	17.64285714	20.07142857	20.78571429	25.42857143	27.57142857	33.71428571
AT1G72830	5.642857143	6.642857143	6.5	6.285714286	5.714285714	5.642857143	6.428571429	7.142857143	7.357142857	7.928571429	7.928571429	8.214285714
AT1G72880	30.78571429	28.64285714	28.28571429	24.07142857	21.71428571	19.64285714	22.71428571	25	24.42857143	25.35714286	26.78571429	29.71428571
AT1G72910	18.64285714	22	16.71428571	13	11.64285714	16.21428571	19.64285714	13.57142857	10.28571429	9.571428571	6.928571429	NA
AT1G72930	32.78571429	33.92857143	27.07142857	19.07142857	14.14285714	18.42857143	23.21428571	14.28571429	11.28571429	10.42857143	6.214285714	NA
AT1G72940	7.428571429	7.428571429	6.5	5.571428571	NA	NA	9.071428571	NA	NA	NA	NA	NA
AT1G72970	110.1428571	93.42857143	81.71428571	62.14285714	66.71428571	71.78571429	56	53.35714286	58.5	46.07142857	49.5	47
AT1G72990	8.142857143	8.714285714	8.785714286	7.214285714	7.571428571	7.285714286	7.5	7.785714286	8.928571429	8.214285714	7.642857143	7.928571429
AT1G73020	8.571428571	8.928571429	9	8.714285714	9.357142857	9.214285714	8.785714286	9.285714286	9.357142857	8.142857143	8.357142857	7.571428571
AT1G73030	54.07142857	71.92857143	87.28571429	92.28571429	85.64285714	78.57142857	94.28571429	83.85714286	79.57142857	79.35714286	74.14285714	69.35714286
AT1G73060	144.2142857	158.2142857	146.5714286	139.2857143	162.7142857	178.2142857	180.8571429	184.2857143	169.5	163	154.0714286	135.7857143
AT1G73080	11.14285714	11.28571429	10.57142857	10.64285714	10.14285714	9.928571429	10.28571429	10.42857143	10.78571429	9.571428571	10.57142857	10.78571429
AT1G73090	18.42857143	18.78571429	19.21428571	19.57142857	22.64285714	22.21428571	19.35714286	23.71428571	23.42857143	23.64285714	21.21428571	19.64285714
AT1G73100	10.64285714	10.57142857	10.78571429	10.35714286	11.71428571	11.07142857	12.42857143	12.07142857	13.07142857	11.35714286	12.21428571	11.14285714
AT1G73110	58	52.14285714	47.5	41.07142857	45.28571429	40.5	57.07142857	54.07142857	54.71428571	60.07142857	55	49.71428571
AT1G73120	107.4285714	48.57142857	13	7.642857143	NA	6.428571429	8.071428571	19.42857143	39.14285714	45.35714286	67.14285714	73.14285714
AT1G73170	33.85714286	43.85714286	39.21428571	33.21428571	34	32.21428571	22.42857143	27.92857143	31.85714286	31.35714286	32.5	28.57142857
AT1G73177	27.14285714	26	26.5	28.42857143	33.5	39.5	34.5	32.92857143	27.92857143	25.78571429	23.42857143	19.85714286
AT1G73180	24.5	23.64285714	25.85714286	26.71428571	29.57142857	29.21428571	32.35714286	38.35714286	39.07142857	39.78571429	40.35714286	39.85714286
AT1G73200	11.78571429	12.64285714	12.57142857	12	12.42857143	11.64285714	14.85714286	14.57142857	14.57142857	14.42857143	15.14285714	15.21428571
AT1G73230	288.6428571	260.6428571	286.2857143	301.0714286	331.0714286	336.5	307.7857143	308.2857143	299.5714286	270.7857143	275	264.6428571
AT1G73240	10.28571429	10.35714286	10.92857143	10.78571429	11.92857143	11.78571429	12.14285714	12	11.92857143	10.42857143	11	10.64285714
