Gene	BioVar_ZT2	BioVar_ZT4	BioVar_ZT6	BioVar_ZT8	BioVar_ZT10	BioVar_ZT12	BioVar_ZT14	BioVar_ZT16	BioVar_ZT18	BioVar_ZT20	BioVar_ZT22	BioVar_ZT24
AT1G52825	0.360836733	-0.50806701	-0.928784176	-0.272299986	-0.530722931	0.682251407	0.039188154	-0.074298454	-0.4507919	0.12201003	0.249006337	-0.891368798
AT1G26770	0.828799679	-0.092576314	1.344844147	1.534797137	3.068900371	3.526221642	1.518843482	-0.142322771	1.241958113	0.912804325	0.503514619	0.802488871
AT3G56880	0.684875214	-0.699491178	0.834075716	2.063954365	-0.022020091	-0.427238096	-1.515509566	-0.699247996	0.191211097	0.342029501	-0.22001723	-0.394763701
AT5G59520	0.972923179	1.934953994	2.227850326	0.341256157	0.132968966	2.639981391	2.845582273	3.028531921	2.357839783	3.608030305	3.254606574	2.004041716
AT3G13520	2.106041069	2.105686034	2.31867888	1.773870598	1.454754552	1.814345972	1.778835377	1.524216522	1.652695311	1.532410781	2.829703352	2.901070438
AT4G23290	0.673933614	-0.427673331	0.799635192	-0.198087513	-0.401474879	0.263463352	-0.526290979	-2.273526971	0.120645436	-0.840759778	0.125523876	-0.847512192
AT2G41250	1.305987139	0.01173376	-1.614471907	-2.095909893	-2.273827308	-0.524237804	-2.682028556	-1.444485177	-1.528622	1.77373624	3.285617011	1.508881383
AT5G06270	0.685758938	-1.38570101	-0.853238274	0.398812144	-1.586320474	0.518669417	-0.974733601	-0.274760404	-1.39473	-1.032018874	-0.777044053	-0.385465738
AT2G33330	0.855898309	0.100714157	0.493541944	-0.466919173	-0.470335133	0.198837112	0.767842106	0.333794383	0.523137274	0.652154859	-0.134155108	0.548989462
AT1G76540	0.589226694	-1.418458006	-1.471962844	-0.179859701	-1.114571675	0.524162554	-1.764158005	-0.283008277	-1.066352	0.159682692	0.129457932	-0.330106525
AT4G32208	0.906066413	-1.78464607	-0.379327132	-0.179169653	-2.488687532	0.351315126	-0.70637111	0.646459511	-1.405093	0.705492126	-0.934000393	-0.054889526
AT3G15353	2.253567931	2.358305559	2.253525863	1.991271676	3.538567565	2.185156913	0.641843532	2.55854547	1.514346301	2.379157557	2.008884312	2.720337431
AT3G50550	0.659232131	-1.264897157	-1.89817231	-1.402177497	-1.43146821	-1.308172297	-1.035521036	-1.667321592	-0.5868702	0.263908819	-0.504479809	-1.58752833
AT3G07568	1.167643728	-0.364852933	-0.795606645	0.328482519	-0.259645083	-0.328974911	-0.767707101	-1.221945054	-0.006065928	-0.088085664	-0.243601198	0.158560052
AT5G20700	2.024626851	-0.02811387	1.486861522	1.414338581	1.044748	1.473506429	1.999384068	0.512461291	0.930623675	0.83610339	1.343758991	1.088025863
AT1G69252	1.494032354	0.970776919	1.121282835	-0.197749005	-1.173966641	1.0431493	0.106643016	1.521189341	1.703357101	2.030642803	1.973783229	1.55167032
AT1G01610	0.939669961	0.495887177	0.401846388	-1.576018812	0.046359626	1.093557912	-2.456801827	-1.190838947	-0.05537524	-0.725857364	-0.327948487	-1.023552626
AT2G18690	0.276145656	-0.084848327	-0.77131491	-0.433893576	-1.039252797	1.170768272	0.66745681	0.807251202	-0.3827733	1.211868646	0.175029181	0.860312289
AT5G42100	1.451782613	0.507506934	0.035827418	0.349701438	0.642510136	-0.405740519	0.164017167	0.201687839	-0.4011162	0.629099243	0.688061707	-1.009672155
AT2G07671	0.255736086	0.584506361	0.205374255	-0.453877586	-1.479883039	0.878245434	0.71877136	-0.743633664	-0.09223566	1.097434302	0.234519706	3.64737338
AT3G03180	0.255736086	-1.294314394	-3.072546342	-1.528934753	-2.060876573	-0.945779259	-0.717216394	-0.2051769	0.129043073	-0.199679243	-0.418846616	-0.997920025
AT4G00080	0.577921801	0.020342527	1.46234369	-0.376383782	-0.575843479	1.721351197	1.537305912	2.089789047	0.244642511	2.78997986	1.582677487	2.322704921
AT1G03200	0.315399082	-0.306269917	0.423307909	0.61056094	-1.731175143	1.385965845	-0.437224887	0.714070001	-0.2587096	0.817786491	0.715642626	0.141481185
AT1G60680	0.313558435	-0.561582474	0.053425194	-1.391111923	-1.602787096	1.345492834	1.029297213	1.868874142	0.561064435	2.292586572	0.788641799	-0.483762198
AT4G23940	0.720800259	-1.036128488	-1.029340887	0.316691916	0.181485183	0.393817608	-0.289880502	0.493529385	0.225344821	0.633032874	0.02638054	-0.886726932
AT1G48690	0.223840924	0.055973296	-1.116242639	NA	0.041255011	NA	NA	NA	NA	1.058324926	0.854385576	0.021653901
AT1G20340	2.325329081	2.480069287	1.703606861	1.422221824	1.617731287	0.920427066	0.225961281	1.222942682	1.690274409	1.391649682	1.88064808	2.474889496
AT2G47930	0.940410961	-0.20491448	0.069407962	-1.436689618	-1.491586546	0.249572228	-0.454174552	0.068200516	-0.3994908	-0.481881839	0.321798443	0.869635789
AT3G48730	1.618114244	-0.544659203	-0.154419187	0.715293674	0.952728796	0.210097391	0.769712765	0.076182658	1.430305685	1.605595051	2.171366812	0.160410025
AT1G55920	1.040045373	0.308864837	0.274331283	1.195181327	-2.185791252	0.47116384	-0.144838639	-0.310191073	0.221467051	0.814156436	-0.196587965	-1.060572687
AT2G45695	0.65353172	-0.385414416	-0.786281546	-1.713096299	-0.630992613	-1.203811779	-1.907218421	-1.275215764	-0.9461576	-0.819767914	-0.296136239	-0.109752516
AT4G19410	1.187856359	0.169941639	2.293897243	1.875902835	2.481988024	3.578198301	0.34660328	2.533616204	2.354100804	1.255035342	1.284478449	1.486662801
AT3G06320	0.98428863	0.212992045	-0.436445676	-0.153177782	0.564724498	0.746513029	-0.35128291	-0.586086539	0.517241338	0.653579304	0.068825433	0.345008008
AT4G12980	1.077232295	1.033918054	1.831394445	1.931984139	1.42615283	1.399722193	-1.016126912	1.767725374	1.091706003	0.563919888	1.733333204	1.938122942
AT1G58280	0.7106028	-0.857134383	-0.367168489	-0.968160543	-1.172617264	-0.472965106	0.287997651	-0.738705574	-0.2674276	0.401041075	-0.77825028	-0.700816205
AT1G08930	0.838244342	2.6297116	3.206741852	2.477515024	2.599038897	3.116812203	-0.18186053	-0.378085933	1.526973097	0.071952126	-0.766212819	0.473649642
AT1G22740	0.280190481	-1.422521997	-1.28000908	-2.040567066	-2.123395596	-0.122011881	-0.612630605	-1.297076131	-0.6017555	-1.45663964	-0.423219231	-0.79836703
AT2G43140	0.280190481	-0.554485991	0.75788831	0.011044792	-1.174256756	NA	NA	NA	NA	NA	NA	NA
AT1G70985	0.896141059	1.669679233	1.436427496	1.50907986	0.195038208	1.080790363	0.782194393	-1.070571009	-1.483828	-0.547658002	-1.699303257	0.501496962
AT4G39710	1.510954814	-0.85309224	-1.348706542	-0.900872302	-0.853977181	0.533060276	-0.688265423	1.906949159	0.418411756	1.305882469	1.654553174	1.354903535
AT1G21880	0.683017345	-1.863372562	-0.207807438	0.178431531	0.619451504	0.909872389	-1.135103568	1.373294393	-0.02182225	1.21266779	0.634516903	0.373667182
AT3G49760	0.194025618	-0.073690483	-0.501590922	-1.49883071	NA	NA	NA	NA	NA	0.82977512	0.475331557	-0.618685894
AT1G29910	2.326186286	3.02122184	2.605981168	2.419765195	2.224243057	2.437674492	2.692170487	3.355759519	3.834069268	2.796328275	2.47782138	2.70075915
AT4G14710	1.377267662	1.466035061	-1.477694421	-0.457262411	-2.497622088	-1.34876357	-0.89807157	-0.548449273	-0.5094816	-1.054372317	0.407705402	0.016631552
AT4G31870	0.801893262	-0.562265034	-1.404828761	-0.054101208	NA	NA	NA	NA	NA	NA	NA	NA
AT1G09200	1.703989553	1.479520189	1.207432848	1.123336116	0.765850958	0.564463174	1.225719275	2.450584957	1.180733879	1.673799943	1.151459915	2.073043165
AT1G53070	0.354042321	-0.228357429	-0.818183196	0.003035991	0.262900483	1.331676759	-1.05915076	1.136877068	-0.5731627	0.55337756	-0.68770595	-0.183640224
AT3G16460	1.433486462	2.329103046	2.049468684	2.085283681	1.454884556	2.97526127	3.456229427	2.292337788	1.937590221	3.222611957	3.308367727	2.418848104
AT5G15520	0.876891823	-2.312336063	-0.97168426	-0.492767417	-0.331968662	-0.603520875	-0.872865382	0.712497928	-0.9513509	0.440913711	-0.76939029	0.333125612
AT5G45510	0.744538594	0.653474368	0.055748533	0.375702474	-0.525013524	0.731307436	-0.008860605	1.089458566	-0.1726056	1.018120147	0.106672698	0.466282209
AT1G23310	2.186812455	-0.927077055	0.084647369	0.335276693	1.990849532	2.111534931	1.586053657	2.701439497	1.374290116	1.868109858	1.156755537	2.547087241
AT2G19460	0.358339361	-1.895090133	-0.760728949	-0.841189432	-1.438115936	-1.00186129	-3.076796454	-2.174646931	0.309145532	-0.94340048	0.031399174	-1.105404452
AT2G02710	0.473563835	-1.599274138	-1.337880648	-1.477136433	-1.433742128	0.730861619	-0.189265756	1.677582359	1.436978236	1.716461007	1.258244398	0.76642945
AT3G50970	0.685063603	1.955254772	2.073798918	0.452541009	-0.020511065	1.406580177	1.53896485	1.760733811	1.428113416	2.611729232	3.003545234	2.06792828
AT3G15420	0.147458603	-0.050127015	-0.563224275	NA	-0.496673173	0.447619347	-1.801623974	-0.831260261	-0.1987952	-0.424649651	0.051285708	0.513045624
AT5G10695	0.147458603	NA	-1.808997419	1.156500712	-1.313037876	-0.135233915	0.301210389	-0.978200079	-0.6066575	-1.531797948	0.434394816	-0.1583017
AT3G49260	0.713236009	-0.554642289	-0.801079899	-0.16690961	-0.584339913	0.714774567	-0.721299255	0.169356233	-0.3171381	0.368477881	1.034660286	-0.869338655
AT3G22660	0.656301623	-1.757313659	0.789677686	-0.682549047	-0.543715564	-0.675160547	-0.86889692	0.01807215	-1.178339	0.144628748	-0.801991318	-0.391622784
AT5G02500	2.158187351	0.101680824	1.102419812	0.93993087	0.07354858	0.716550036	1.290543359	0.842303558	-0.02232777	1.077895883	-1.444403603	-0.98565024
AT2G21210	1.22940355	1.110434857	0.425603803	1.048734462	1.940532292	2.121281249	-0.165968944	2.836307666	0.322800331	1.837456	1.561654069	0.930654223
AT5G46690	0.662781999	-0.113632525	0.793063288	0.781948421	1.402645046	2.040143057	0.395286193	1.549394459	0.704368281	1.63581116	1.288488825	-0.029437761
AT1G62660	1.210356378	2.466740271	2.48181847	1.815095997	0.338343674	2.302961724	2.425534244	2.740555549	1.642466529	2.832941283	2.629238391	2.107025328
AT4G13180	1.005594546	1.059372599	1.441873347	0.590404206	-0.892225022	0.971885892	0.968870362	1.747156116	1.758078561	2.502642879	2.811219456	-0.080231852
AT3G15950	1.326363025	1.928366127	2.160821522	1.761346568	1.418954941	2.632858833	2.950253612	1.890404862	1.349037432	2.959080324	2.482534966	1.460174822
AT4G37870	1.260249162	1.235144549	0.827796701	0.437034661	-0.299613786	1.274942369	0.835522209	0.507354485	0.2493786	0.488889401	-0.22453785	-1.29824984
AT2G25980	0.59616512	0.705944371	1.771857015	0.765654666	0.73599202	2.235875703	2.028964703	2.180033892	1.368602086	2.8846785	1.752402763	1.311458995
AT2G43530	0.648871417	-0.355087809	0.336026245	2.90084071	1.451974918	2.724960501	1.146200434	2.570421965	0.994076937	1.566747392	0.609354081	0.822287889
AT1G29460	0.230712973	-1.34037324	-1.083517459	-0.727723687	NA	NA	NA	NA	NA	NA	NA	-0.646240066
AT3G15395	0.746741788	0.462135722	-1.15504913	0.174830085	-0.558517839	0.128993878	0.483373783	0.275593308	1.238257589	0.43377012	0.40644965	-1.096502119
AT3G28050	0.953491308	0.807004474	-0.984605296	-1.030645613	-1.881227048	-0.319764564	-0.507951303	-0.696424114	0.317152999	-2.34809226	0.56827849	-1.320977297
AT2G41950	0.99259678	0.118817306	0.006432847	0.031896794	-0.179164049	0.277573644	0.126700683	0.785686784	0.345521901	1.496966608	-0.445221748	1.099332081
AT2G44380	0.511217551	0.371042179	-0.644063166	-1.134892275	-0.965015637	1.117645967	0.304407311	0.700066695	-0.6070525	1.564317593	1.738108785	1.299693365
AT3G06880	0.5155693	-1.981648426	-1.429977486	0.528392109	0.312113359	0.077374441	-1.016126912	0.152548191	-0.6494523	-0.622418112	0.390471591	-1.988496481
AT1G66725	0.68523526	-1.098089894	0.978450738	0.153493504	0.123077884	1.819839038	1.339532532	0.920696335	1.124127631	2.078280869	1.6556011	-0.478446973
AT4G15760	0.72839271	0.131454065	0.988414812	1.919003593	1.398622532	2.964581457	2.663473715	3.398584163	3.540373802	3.150229759	3.031384167	1.939419421
AT5G19230	0.63939358	1.603305098	1.160555467	1.608446352	0.154553249	1.051281673	1.302657254	1.36352601	1.310927232	1.910061595	2.508787417	1.734410096
AT3G26280	0.226802776	-0.26305953	-1.942446716	-1.376232302	-0.726953697	-0.614460123	-0.605700857	-0.423766809	0.071744831	0.424998877	-0.155402513	-0.617920566
AT2G45470	1.720294996	1.838541823	0.676174792	1.596724667	1.772282276	1.044712456	1.117132396	1.927354751	1.200070457	2.181919651	2.131057599	2.170267193
AT2G32990	0.422440807	-0.649727554	-0.797812769	-2.413108607	-0.494110549	0.280146859	0.720864079	-0.521330438	-1.079886	0.813876721	-0.314068282	-2.216210062
AT1G58070	0.201144916	-0.867936161	-2.152651194	-1.972051188	-0.826402007	-1.288238506	-1.773411837	0.11424617	-0.8171608	-1.043622806	-0.824982545	-1.876969396
AT2G35750	0.561445258	1.035188748	0.907315847	0.238009709	0.211831722	-0.162032807	0.563522785	-1.341710759	0.507271881	1.258742956	0.244911166	0.63983512
AT4G36410	0.575734487	1.16768903	-0.079620677	-0.150878635	-1.00830596	-0.294842421	0.195121965	0.291159398	0.157326398	1.123992468	0.537248035	1.297300185
AT4G36250	1.085511065	-1.47350798	0.355451435	-1.764720896	-0.562459683	0.024618989	-1.257924766	-1.656226329	-0.8713849	-1.071761143	-0.809676251	-1.243208318
AT3G18035	0.982988674	-1.915928504	-1.314963317	-0.284615544	0.115977376	-0.909338939	-0.74357097	-0.91076853	-1.394641	-2.169673109	-1.095054273	-2.271067469
AT2G29550	1.414829066	-2.023116586	0.934686196	0.934443366	0.333913884	0.981302646	-0.419902183	1.666008962	0.1560937	2.178532603	1.347500738	1.40566848
AT1G02500	1.942863538	0.278237038	0.081945445	-0.641222615	-1.380894607	-0.311547968	-0.332608115	0.560276284	1.169163408	1.483668672	0.992287429	-0.834307532
AT1G10140	0.303693207	-0.53597971	-1.536483685	-0.295137795	-3.033937701	-0.797614616	-0.877499678	-0.033793113	-0.1594963	0.868635284	1.867886274	0.686839872
AT3G52360	1.461628448	0.372675781	0.910279798	0.408238987	1.139934574	2.627635164	1.264634955	1.281930048	2.193332088	0.675192096	1.03028821	1.20065634
AT4G35750	1.066448786	-0.208677506	1.702415797	2.259310243	2.381870739	2.046884441	0.486320024	0.693055418	2.405992336	2.370098232	2.315220569	1.028857065
AT1G61100	0.592664749	-0.006853163	-0.441091633	-0.494229105	-1.610218369	0.182811322	-0.744185673	-1.766793018	-0.9160109	-1.626915274	-2.077929349	-0.337548418
AT4G03270	0.262144368	-1.170382489	-0.669581095	-0.22518263	0.031679367	0.85678214	-1.358847017	0.380721566	-0.998311	0.321299958	0.963731445	-0.113298615
AT3G13560	0.406547011	-2.116341353	-1.74909457	-0.807746562	-0.713665982	-0.985662235	-1.490754169	0.365666399	-1.446702	0.558287068	-0.122913154	0.050235667
AT1G69840	0.403693372	-0.842225861	1.675118805	1.323906445	0.261951982	-0.303654554	0.289461527	-0.618077779	-0.8374712	-0.643901782	0.342885574	-0.997269137
AT2G33400	0.343771596	-1.211127197	-1.36144762	-1.010020922	-1.377327517	-0.484176842	-2.205468278	-0.985055501	-1.455582	-0.585011045	-0.462187014	-1.789603074
AT4G26060	0.351162663	-0.341657759	-1.440389187	-2.670552323	-1.878827714	0.607887472	0.214368549	-0.052546623	-0.6552329	0.073598704	1.190888301	0.105669763
AT5G22060	1.192813895	-1.627106163	-0.739100248	-1.84611117	-2.391692844	-2.003328949	-1.001066131	-0.613729189	-2.61474	-1.520744993	-0.362463672	-0.950061704
AT1G69700	0.989849986	-1.156925862	-0.752316228	-0.197926731	-1.673508453	-0.240857938	-1.43887406	0.022621278	-1.309799	0.082073794	0.211625972	-0.28955555
AT1G12110	1.307884677	2.977437135	1.893883921	1.581112505	1.405861972	2.650373294	-1.81349578	1.66960143	1.5900462	1.944772382	2.051706551	2.510630987
AT1G08650	0.620652703	-0.985316008	1.059715096	1.355573658	1.234761946	0.445358038	-0.962448201	0.54007951	-0.3318092	1.205984821	1.092730982	0.181862752
AT5G11740	2.06085212	3.014486904	2.462872436	2.262862218	1.497088252	1.29891884	1.907482864	3.10516355	2.230532612	2.748292712	1.457425469	2.620498427
AT1G53730	0.672019549	-0.456397522	-0.409198573	-0.71608798	-1.15345478	-0.326596475	-2.676478575	-1.129733173	-1.65969	-1.916692965	-1.438291405	-0.638403955
AT5G49448	0.199222465	-0.760709002	-1.393063459	-1.250325125	-0.378838531	1.294046185	-2.307151396	1.171625624	-0.823577	0.413622702	-0.169000272	-0.217638134
AT3G60640	0.347638818	-1.122658289	-1.838592087	-1.162497683	-2.482224646	-1.07703832	-1.210677901	-1.766615806	-0.04505316	-0.904385002	-0.683734071	-2.127327982
AT1G02475	1.190342118	-1.394771915	0.49508372	0.160833952	0.287745673	1.580528416	-0.178905555	1.077095357	0.896603291	1.083918216	1.51438577	1.440549113
AT1G20460	0.412089515	-0.811297251	-0.680324991	-0.580547378	-1.048654163	-0.512951206	1.140943854	-0.116223197	1.389248565	-0.081261093	0.503338642	-0.140135902
AT2G42380	0.412089515	-0.455588833	-1.960969806	0.285318255	-1.071452044	0.194353739	-0.692357477	0.985061189	-0.123385	0.481983623	0.105664788	-0.406763296
AT5G44550	0.753150889	3.016349008	3.232174496	1.891001708	1.816459659	2.902898679	3.047404135	3.049760839	2.625579004	4.412397879	3.430922653	3.500321766
AT1G02950	0.303124854	-0.173910937	-1.179484221	-1.040900289	-1.391143062	0.61791137	-0.996576911	-0.345504859	-0.2199821	-0.432481475	-0.333604704	-1.47787634
AT5G59970	1.309161544	1.117310717	-0.377884341	0.765026646	0.466510403	1.919619281	1.084673908	0.738221073	0.617144586	1.419513623	-0.146672064	1.676023364
AT3G07460	1.218593337	1.038267928	2.313555712	-0.044016337	1.183923924	1.184497551	1.178333811	0.926274834	0.483282293	-0.248105963	-0.521441532	-1.011740984
AT5G59750	0.578268528	-2.006060518	-0.253019466	-1.907422439	-1.480701171	0.860924306	-1.031525167	-0.661601548	-0.1946055	0.449536473	0.397733896	0.169052218
AT5G11110	0.190294831	-0.211960245	-0.364589944	-1.173012713	-2.46579561	-0.217810789	NA	-1.390212556	-1.356572	0.074123959	0.924108134	0.009460178
AT5G42780	0.190294831	-1.675410757	-1.838196574	-1.441967631	-2.471061449	-1.15537647	-2.31172251	-2.662289209	-1.212106	-1.140388828	-2.353637105	-1.784115093
AT5G03170	0.434567794	-0.651991879	0.251971504	-0.992321608	0.252376746	1.719765264	-1.788930909	-0.755924481	-0.7591476	0.605384291	-0.087341286	-0.206258452
AT5G35790	1.099794246	-0.14334398	-0.596603286	-0.477082035	-1.29337013	1.223729918	-0.63818951	-0.24186766	-0.5852941	0.318258171	0.786191261	-0.371907642
AT2G22240	1.041905753	0.377813762	1.229714814	-0.975248233	NA	-0.88197319	NA	NA	-0.6719061	-0.980806684	0.310467173	-1.35373646
AT2G32180	1.345682787	1.429073221	0.076585323	1.002632022	0.980964089	1.949352092	1.227625559	1.678794172	1.278495415	1.212871023	0.740852962	1.294655714
AT3G61490	0.341518226	0.3629916	-0.47963096	-0.487271352	-1.270806977	-0.2011634	-2.003944018	-0.348432818	-1.442801	-1.063144068	-0.477180674	-2.57217385
AT1G06680	2.186262203	2.042745841	1.63044464	1.103270613	1.238688296	1.210320629	0.43454811	1.153162707	1.344642429	1.479550027	2.003444965	1.998936644
AT2G45660	0.241667615	-2.253156669	-0.794176582	-1.143974014	-0.659485273	1.600244529	-0.139091069	-1.13831363	1.346227253	1.023132271	1.460118202	1.190017616
AT1G17850	0.472290834	-1.66964767	-1.690327245	-0.547107783	-1.10083392	-0.993396315	-1.109480365	-1.227214496	-0.7231094	0.235906704	-0.903825573	-1.123219323
AT3G24020	0.515842431	0.625349645	1.73199808	0.802055503	-0.413013704	1.840604126	0.975383949	2.001351484	1.322185875	2.62910698	2.053904273	1.889727724
AT2G28670	0.501722728	0.772785213	0.843489739	-0.076844153	-0.613687929	0.745622398	0.564775021	1.922636299	0.04488576	2.116674305	1.291060047	1.960148345
AT5G67370	1.592093751	0.68078244	1.053812856	2.072251431	1.710966649	3.503645505	3.916499475	3.468613694	5.270752784	2.310554364	2.767682356	2.27638622
AT2G30570	2.156783893	1.50724573	2.065769718	1.505785857	1.590549295	0.805603626	0.102440589	1.61305117	0.807826754	1.204048435	1.503041144	2.203959062
AT4G04840	1.63154276	0.669693571	0.761426101	0.695860345	1.058499223	-0.581694497	-0.421114925	1.193049885	0.305615358	0.403390211	0.978106138	2.218162789
AT1G26210	0.590119949	0.759581898	1.043848842	-0.768229444	-2.163485042	-0.474948557	-0.985080212	0.119562097	-0.5427933	-0.164930944	0.011840887	-2.816916591
AT2G48120	0.553708947	-0.738342617	-0.702624428	-1.248585027	-0.660449624	-0.120793295	-1.74126536	-0.811641984	-1.185379	-0.116959203	-0.200863981	-0.991746855
AT1G64370	1.744179141	0.004842223	1.68803089	1.152595549	2.240181377	2.558598106	1.226263198	0.949179636	1.864243547	0.783189587	1.566289003	1.162158904
AT5G21105	0.619833175	0.602625044	0.544846528	-0.431777686	0.013911533	0.642776279	-1.782646438	-1.994371355	-2.425235	-1.009012669	-0.143139527	-0.941034722
AT5G19290	1.124780467	0.154413422	-0.630197601	0.400008426	-0.407589343	0.327091008	-2.165526609	-0.927307267	-0.4506855	-0.091776018	0.464905987	-0.012420453
AT2G43750	1.56431463	0.343124571	-1.163640609	-0.621301473	1.014725204	0.867626349	0.910290186	0.703636304	1.320225044	1.158779872	1.005699289	1.60772226
AT5G54270	2.177577286	2.260288734	1.873699277	1.58779875	2.946170905	3.201047897	2.62036573	1.959504767	2.978281799	2.883000211	3.338317699	3.008807361
AT1G48500	0.149454605	-1.071500331	-0.838051952	-0.687670503	-1.769737788	0.525453031	NA	0.688425021	NA	NA	NA	NA
AT5G11230	0.392643295	-0.351645916	-0.422383913	-1.25712109	-2.049050081	0.294863552	-0.226926708	1.265143954	0.355250839	0.807781935	0.9801251	0.411647972
AT3G26470	0.595944466	1.129609446	0.105542551	-0.510139255	-1.440132195	1.477876117	0.598206622	1.251243188	0.484115176	2.18838796	2.045406143	1.789180288
AT2G27400	0.50019826	-1.695691742	0.121290671	-2.131991341	-0.933929945	-0.292537212	-0.671329884	-0.950849155	-1.490607	-0.477900958	-0.600007177	-1.250286958
AT1G27695	0.617672047	0.218203755	-1.105006843	-0.683445632	-1.549302292	0.185345536	-1.460702108	-1.00298454	-0.1454199	0.44210325	0.253740909	1.66875255
AT1G78340	0.677902423	0.699804929	1.937478862	-0.285084099	0.320738351	2.358649344	1.094349815	2.270015656	1.484252748	3.153295398	2.140441869	1.479770362
AT4G30330	0.732870637	-1.270307875	-0.016753404	-0.492680545	-1.148907673	0.163866438	-2.235566941	0.713022611	-0.7006136	0.896779221	-1.258509316	-0.529299021
AT4G20110	0.428174841	0.318235561	-0.190631342	-0.655649501	-1.826376475	0.617280076	0.215653305	1.618572491	0.529451713	1.699657407	1.890362966	1.463885416
AT4G08300	0.578635123	-1.083966951	0.027124347	-0.45577633	-1.033877275	0.641638015	-0.977901003	0.59104265	-0.1176924	0.800516456	-0.485956483	1.715245112
AT3G05830	0.223380003	-1.837450384	-2.049818634	-1.116816093	-1.422122164	-0.958587916	-2.344411492	-1.729267333	-3.027571	-1.043622806	-1.832421654	-1.867673443
AT3G54830	0.223380003	-0.875468175	1.004799322	-0.09937535	1.740510915	2.262578008	0.05896089	0.383625785	0.653717708	0.689949441	0.787549339	-0.268855569
AT2G36050	0.20063508	-0.260868898	-2.681505556	-1.634162986	-2.152348987	NA	-1.412622749	-0.38979326	-1.787383	0.870079953	-1.879978884	-1.604593449
AT3G09900	0.719844856	-0.547775086	-1.164385402	-0.600949747	-2.253433159	-1.206848925	-1.639723399	-0.940676505	-1.163632	-2.116760893	-0.818077815	-0.86654052
AT4G30460	0.795237722	2.096567133	1.988084547	0.91544541	1.089845378	1.497023099	-0.440497644	1.95909185	0.507817643	2.2432612	2.07227093	2.205468153
AT5G03330	0.388202192	-1.503370105	-1.495542161	-1.428965094	-1.077898463	-0.040346541	-1.443854832	0.009737752	-0.959938	0.409206444	0.112637873	-0.932423491
AT5G05440	0.585645751	1.681676868	1.877402247	1.595798132	0.627913296	2.482966016	0.571028431	1.254681217	1.655725486	1.105590729	0.277789553	1.094390658
AT4G19880	1.184626631	1.718029015	0.72560676	-0.201143909	-2.821803035	2.377002344	1.879738378	1.61822168	1.568934244	2.438527166	2.570867238	0.854009857
AT1G13380	0.811937433	-0.448904222	-0.720135296	-2.179818292	-1.113185445	-0.902077636	-0.57213461	-0.924217615	0.329354621	0.288848078	-0.31540082	0.098612579
AT5G04960	0.306091043	1.058717156	-0.779326138	-1.002040978	-1.334988089	0.521471504	0.031873755	1.407661591	0.429021947	0.921954255	0.801487281	1.267768541
AT4G01730	0.213769333	-2.372549888	-0.499072543	-1.116112058	-1.182847646	-1.452345176	-2.599172726	-0.074823754	-1.95357	0.49181734	-1.540883145	-1.873010928
AT3G29130	0.426724404	-1.083966951	-2.550423417	-0.832331971	-1.067335305	0.537471565	-1.046659924	-1.003040606	-0.5685236	-0.975897713	-0.362252042	-0.304626793
AT5G41400	0.631797091	0.310433515	-0.463111147	-1.985647969	-1.266814412	-0.07254275	-0.925968559	0.161474223	-0.6123459	-0.400151987	-0.170262839	0.176109375
AT1G48920	1.456936302	0.009045869	2.288654838	1.400050384	1.705413517	1.262162479	0.244651387	2.448579013	0.824718086	1.606149896	0.032923784	1.070525321
AT5G02180	0.225131132	-1.311897816	-0.528461513	-0.100460056	-1.228422927	NA	NA	NA	NA	NA	NA	NA
AT1G35580	1.127240503	0.069783671	-1.436370534	-1.001740919	-0.679866344	0.693225507	-1.238627204	0.333315838	-0.8288629	-0.03479999	0.438096195	0.307235818
AT3G22850	1.084752246	1.420579801	1.092560991	-0.303478999	-0.211209644	2.252783268	1.723648974	2.174769459	1.281654575	2.323571349	2.133714309	1.365185279
AT1G71100	0.435905988	-1.713194359	-0.531043253	-0.125492017	-3.610191462	-2.329498825	-2.162268418	-2.054402864	-2.250872	-1.952527052	-1.618475608	-0.976650364
AT5G28540	1.518010604	1.41097359	0.964803641	0.229333032	0.210047253	0.813570429	1.342507355	3.594288236	1.748019003	3.003112018	1.635347179	2.841063461
AT1G22180	0.23233664	-1.247814173	-2.0604618	-1.081256704	-1.776574618	-0.326173313	-1.391342019	-1.621344023	-0.5058492	0.394334984	-0.58246279	-1.211979316
AT5G43060	0.907836244	0.173096323	0.688188006	-0.828080915	-1.6379754	0.517707937	-0.458548336	1.099426288	-0.2483924	1.104084485	0.612299151	1.712566615
AT2G29750	0.187635877	0.548472868	0.186711518	-1.272724208	-1.397806861	1.052227268	-0.196230183	0.701996215	-0.05250924	1.357483596	1.320991023	0.553056843
AT1G32460	1.039004567	-0.003097274	1.004639324	0.561654366	-0.134994601	1.434168507	0.029617754	1.03104431	0.96589077	0.758872922	1.068937509	1.028272813
AT1G58270	1.124580416	2.294977581	2.361399931	0.725920635	0.277409274	2.467292591	3.20801457	0.867258917	1.403538302	1.701335536	2.8771351	1.477552284
AT2G02130	1.874076988	0.343146907	1.424517909	0.622202969	1.670138286	1.26350163	1.676770069	1.60643236	1.897398638	2.484580844	2.525873976	2.288854151
