Gene	BioVar_ZT2	BioVar_ZT4	BioVar_ZT6	BioVar_ZT8	BioVar_ZT10	BioVar_ZT12	BioVar_ZT14	BioVar_ZT16	BioVar_ZT18	BioVar_ZT20	BioVar_ZT22	BioVar_ZT24
AT5G04490	0.616711132	-0.473879828	-0.89405523	-3.289436719	-1.512639425	0.423291768	-1.122925701	0.065599831	-0.8902776	-0.366966151	0.019453238	-1.301435471
AT5G49630	0.393201328	0.239813253	-0.663410878	-0.770416499	-0.277396501	1.322640892	-1.119462262	1.02920444	-0.615997	-0.23307389	0.001407868	-0.508043512
AT5G57090	0.410099938	0.703567219	1.417398541	0.309086279	-0.07141174	1.222732625	0.976191122	2.290864441	0.870607077	2.600010996	0.699339443	1.436416954
AT5G13420	1.408535148	1.563049232	1.494639372	0.828397615	0.323293347	2.605620361	2.053397756	2.645889392	2.123136323	3.403614115	2.581934941	2.478108324
AT5G41040	0.635621022	1.360303377	0.426248787	-2.534222375	-0.747901344	1.300517371	0.593905349	1.33473201	0.133037185	2.032316962	1.613779458	1.362487519
AT5G38610	0.26756752	-1.284756887	-1.03804711	-2.440015436	-1.407809171	-0.650660637	-0.950098688	0.003232992	-1.721499	1.234800574	-0.190093938	0.987178755
AT4G05180	2.074181047	1.027976092	1.669580967	0.889960659	2.011567805	2.405836066	1.435376821	2.109797239	1.923935424	1.901262487	2.352292351	1.214370363
AT1G37130	1.577662886	1.593911327	1.403410336	1.101108042	2.405698223	3.195138977	5.043346931	4.617893054	3.145507888	2.887568004	2.23592224	2.194834023
AT5G49640	0.516169171	0.241069674	-0.086762292	-0.89673621	-1.223739631	-0.798970057	-2.23131017	0.27966692	0.135769087	-0.428180003	0.090227748	-0.4109767
AT3G23990	1.236465824	-1.120441257	0.875005645	0.021107397	-0.274053804	0.310843733	-0.273791769	1.542416287	-0.7646027	1.19039849	-0.701973818	0.516210582
AT5G60210	0.343038228	-1.212241502	-1.258295135	-0.277129857	-0.790118563	-1.195188806	-2.237134584	-0.164659251	-3.204078	-0.598484435	-1.228179933	-1.244563812
AT3G05060	0.951605755	-1.057466333	1.421181067	0.399976205	0.457496614	-0.114135093	-0.479761457	1.656413932	-0.7238794	1.125837177	-0.561794503	0.514733147
AT3G26690	0.547391763	-0.359560697	-0.994127673	-1.912200563	-0.744830487	-0.417415656	0.427671553	0.452342139	0.510092051	0.206158392	1.3812037	-0.724310758
AT1G58440	0.675374473	-0.66004299	-0.532893533	-1.720524733	-1.445908248	-0.430150033	-1.828833413	-2.06587075	-2.224441	-2.197073297	-0.608201206	-1.31677703
AT1G58520	1.081619576	-0.612464515	-0.313616164	-0.890837515	-1.044974644	1.628580974	-2.092454589	-1.441723605	-1.121825	-1.740033879	-1.507428323	-2.043168642
AT1G56110	1.277025421	-0.833430878	2.199569997	0.959583352	1.486601	1.071802024	0.522677629	2.895757027	0.790736735	1.881524824	-0.002297135	2.048723909
AT2G04530	0.436234691	-1.72768622	-0.308284593	-0.238528331	0.447733223	0.211961122	0.421421249	0.310556878	1.579621558	1.275077561	0.571608847	0.647666572
AT1G13360	1.023242024	0.028047083	0.576603712	0.358501707	0.017195427	1.185689444	0.583347695	0.448658078	0.507471156	0.493800602	0.461718664	-1.310442283
AT5G19750	0.74897327	-0.326682923	-0.158622764	-0.2697491	0.385515015	-1.385228939	-0.247542427	0.159898123	-0.9648356	1.006927338	-0.015250495	0.81895115
AT3G57470	0.45201042	-0.223048009	-0.711011695	0.760564583	0.01700644	0.116446277	-1.193782787	-1.10141788	-1.138429	-0.593226084	0.10103619	0.464166567
AT1G30475	0.168177981	-1.970479391	-1.179454083	-2.055769694	-1.600588848	-0.653943308	-2.205732279	-0.549328704	-1.250061	-0.280289392	1.044553568	-0.279601201
AT1G61170	0.168177981	-2.586997804	-3.083441719	-1.725625336	-2.143361648	-0.477584306	-1.956760596	-2.980980646	-2.257888	-1.251119621	-0.89937905	-2.382595918
AT3G15680	0.834245163	-0.519247503	-1.499326042	0.188208378	-0.542561834	0.43539838	-0.482580849	0.339523635	0.281348073	0.959016774	0.797160934	0.313368129
AT5G56530	0.363011687	-1.146152394	-2.130710438	-1.16753756	-2.141223776	0.478182837	-3.762333116	-0.972403873	-2.315836	-1.51437303	-0.723383639	-0.730117089
AT4G14010	0.943905496	0.518591812	0.414618002	-0.524875988	0.518042336	1.121441641	0.368434081	0.439241088	1.275513226	1.166851678	1.742976432	0.065887505
AT3G16470	0.985061948	2.09925247	2.021403056	1.645488797	1.567036885	1.832964051	2.558751551	1.727594789	1.295992003	1.666531733	2.13960338	0.00265699
AT5G19875	0.565465248	0.181539725	-0.076132764	-1.140913198	0.312740853	0.533922464	-0.839982532	0.699588357	-0.9225369	1.063251393	1.111496371	-0.217638134
AT2G32720	1.063790607	-1.547190053	-0.803207426	-2.402664812	-2.328831118	0.512094964	-1.653271937	-0.044157507	0.500254606	-0.050809916	0.160003895	-0.107499795
AT1G61520	2.079214945	1.6903489	1.661951726	1.527207687	1.101540799	1.239504675	1.191840462	1.483692015	1.760423029	1.666938169	2.514844314	2.224329074
AT5G16030	1.222350281	1.151512467	0.67487228	1.773759632	1.735570483	1.978879467	-0.414641345	2.568727507	1.909766837	1.464508116	0.943346517	-0.6462242
AT3G24460	1.088549654	-0.815220512	-2.191402238	NA	NA	NA	NA	NA	NA	NA	NA	-0.698977636
AT4G11600	1.487381039	2.569169858	0.864875375	-0.376808536	0.329579998	1.092405611	2.126480822	1.948341721	1.683478095	1.850811645	2.389520706	1.068507406
AT4G22592	0.315695151	-1.783840175	-1.455935537	-2.283540024	-2.867127177	-0.826666022	-2.775993453	0.20106221	-0.8845393	-0.671540598	-0.232539929	-1.222968251
AT1G74950	0.513281536	-1.324604478	-2.046452187	0.834813122	-1.935821726	-3.104551003	1.327611103	-2.607735005	-3.192414	-1.209121962	-2.086241949	-2.043572171
AT5G43760	1.086141004	1.592890709	1.146457791	-0.50107839	0.479312899	1.117490602	0.352776676	0.775386802	0.755758341	0.472511729	-0.783521939	0.95531763
AT5G64260	1.147433089	0.687568933	1.933859123	1.245859354	0.364152612	1.909662011	3.967816789	3.564237158	3.890203657	3.201733215	3.18933997	1.195026497
AT4G33666	1.581760314	1.664494498	1.526099626	0.725262514	1.239327789	2.872041457	1.02522151	-1.596439026	-0.2578211	0.562886901	0.695320075	1.035252624
AT3G27690	2.017818337	0.586763346	2.237628662	3.444948897	4.432739606	2.174929516	-1.287529351	-1.155149823	-0.658186	3.99793491	4.57044312	3.314330834
AT5G41670	1.17629204	1.673691306	1.608801377	1.285857938	0.572950539	2.334120849	0.01432662	1.675974464	1.537050431	2.621209452	1.599398022	1.43031745
AT3G16240	1.977677517	3.026230367	3.232637169	2.489114058	1.62861278	0.783909053	1.831794776	0.483365677	2.159786668	1.355321378	1.037686365	0.875264194
AT2G03505	0.162465161	-1.024000202	-0.061875349	0.027872848	-0.975627587	0.955458742	0.00310083	1.298106106	0.038498233	0.616293601	-0.25597718	0.379263752
AT3G14240	0.704810347	-3.214027888	-0.060251528	-0.6162248	0.356397513	0.617388657	-1.547853809	-0.206091885	-0.213882	-0.468265317	0.397097914	0.163150681
AT5G05790	0.35540988	0.132960398	-1.473132467	-1.869642525	-2.054565263	0.140697188	-1.914612951	-0.310398556	-0.9026838	0.166341944	0.640244544	-0.131239841
AT2G27960	0.964539357	0.238355267	-1.546780222	-0.444781118	-0.588929485	1.411768148	-1.293064683	-2.073256762	0.679916684	-0.556428263	-1.631690387	-1.070907818
AT1G67330	0.451260898	0.317456459	-0.944499832	-0.327475569	-0.924884901	0.949942874	0.285665952	1.33485457	1.105415236	1.585541757	1.142842722	0.678103136
AT3G18680	1.042631635	0.409590617	0.503953645	0.802449927	0.715099333	0.791140076	0.937903219	0.887581322	1.489888651	1.236536112	1.045792014	1.161678441
AT5G62980	0.499841001	-0.165274467	-0.897773682	-0.739732722	-0.821604131	0.394414301	-1.769143309	-0.828504365	-1.293995	-0.972139801	-1.951683494	-1.247976027
AT2G15020	0.970272863	-0.641403776	-0.602101777	NA	NA	NA	NA	NA	NA	0.645335172	-1.037410893	0.284892882
AT3G49220	0.878177423	-0.625744694	0.092020035	-0.291617403	-0.890397074	-0.604489824	0.538568438	1.559217963	-1.330988	0.351946899	0.320620825	1.201298445
AT1G19120	0.656786984	-0.179125978	-1.579236023	-1.403951518	-2.77857909	-1.068680511	-1.347893442	-2.137878835	-1.157854	-1.514111491	-0.08185546	-1.262996023
AT1G79560	0.574989723	-0.819495969	-0.383846231	0.971320833	0.992133942	-0.026215091	0.004537197	0.028571295	0.658481586	0.14214511	-0.021342791	-0.707332072
AT2G15570	0.568818626	-1.243811158	-1.083184694	-1.305766241	-2.584662285	-1.400686844	-0.798598524	-0.995515424	-0.9199066	-0.893954277	-0.763497032	-1.404381298
AT1G66180	0.931286874	1.743317401	1.701062084	0.105006494	-0.735817599	1.497876047	-0.249295744	0.237301707	3.80172381	2.162164042	1.899588679	1.261337936
AT1G31330	2.059165752	1.548780534	1.875973483	1.103045421	1.196173896	0.736789694	1.310688489	1.588602658	2.755225367	1.531588407	1.149199643	2.840236166
AT4G23750	0.38272938	-2.557545458	-0.583620502	-0.463352275	-0.784600585	-1.749139925	-0.795174441	-0.734017329	-0.487038	0.393116643	-0.372354003	0.258430502
AT3G54090	0.566697301	-0.514467779	-0.626313743	-0.044332036	0.588935054	0.201512201	0.679453516	0.835342025	1.326833111	1.069280722	0.495937115	0.458054095
AT3G01500	2.06702226	1.346160999	0.642262047	1.821534773	2.180333044	0.779082979	0.952811931	0.741460827	1.85617129	0.703056823	1.280124982	2.2501361
AT3G62820	0.470414532	-0.864469617	-0.276330645	-1.637354562	-1.481303019	-0.9892413	-0.135760012	-0.737210554	1.271365856	0.177175107	-0.561114701	1.160364006
AT1G22690	1.410370699	1.583916864	2.805479299	2.016407638	2.539497277	2.239492086	0.908408121	0.346578837	1.991612983	1.528306942	1.765304159	1.933863414
AT5G11480	1.107995497	-0.763077728	-1.013301703	-0.569419394	-0.99388662	0.841750207	-0.129308851	0.203894749	0.761774634	1.405491806	0.55060331	0.061027903
AT5G08610	0.606659453	-0.674302891	0.853725812	1.090588331	1.348995812	-0.116064014	0.146174179	1.207316297	1.596022574	0.857624273	0.521493973	0.949564985
AT3G44110	1.487420201	-1.37320702	-0.46468891	-0.945840637	-1.690937989	-1.154349721	-2.286238952	-0.778500802	-1.128029	-0.865061803	-1.091846407	-2.484919079
AT3G47470	2.058587451	2.044024678	2.026351432	1.697249505	2.431393242	2.693017533	1.968039273	2.018772124	1.956313773	2.179126416	3.005719816	2.632050303
AT5G27390	1.055323766	-0.140408587	-0.172631998	-0.665499936	-0.908666036	1.031473522	0.391964573	0.054038608	0.855983141	1.240511154	0.918985986	0.776303839
AT5G65210	0.952634769	0.860200609	0.765844695	0.300472745	-0.031178148	2.390968835	1.480386988	2.298719827	1.530315794	2.651872209	2.625149968	1.60341199
AT4G30190	1.485940254	2.678646741	1.729412503	1.549214061	1.278523283	3.006707504	1.751868052	3.214862993	1.928164451	3.171404855	2.836054158	2.210169979
AT1G70710	0.622114049	-1.406454542	0.058126867	-0.580771051	-0.145643656	0.592569728	-1.963007835	-0.142913304	-1.864016	0.272039908	-0.77755083	-0.611612817
AT3G44450	0.99643999	0.941465574	0.556513862	1.310414262	0.266727759	1.283263184	-1.934722043	-0.561467858	-0.6607624	0.626840949	-0.135731429	NA
AT1G55152	0.267679194	0.031968152	-1.741994217	-2.029605689	-1.085854429	0.559305042	-2.766822514	0.308614979	0.201413695	0.277481246	0.557678474	-0.587591798
AT4G27657	0.428636581	-0.978181993	-0.249472606	-0.612146644	-1.022835649	1.017716169	0.260219365	0.131580604	-0.04149434	2.284853403	0.754982603	0.627890903
AT4G34290	1.285107117	0.380015572	0.37567578	0.886688302	1.26549786	1.367967894	1.726781047	2.205388295	2.128556078	2.722899295	1.661853921	2.544032886
AT3G12050	0.801264206	-1.960764954	-0.450871818	-1.803716092	-2.35944835	-2.120690451	-1.463260673	-1.694538422	-1.528035	-1.890850738	-1.351991381	-0.817188708
AT5G47550	0.801264206	0.322123925	1.017247295	1.448791816	-0.276966972	0.301648898	0.260391475	-1.429320058	-0.03276927	-0.036691705	-1.168880713	-0.290546958
AT2G47730	1.697892195	1.81131053	1.313922642	1.796544351	1.10338057	1.903500584	2.085734241	2.33882265	0.851043319	2.85332592	1.737551373	1.747070127
AT3G60520	0.259517563	-1.471053585	-1.55871934	-1.94454398	-1.615690696	-0.722642958	-0.353850097	-0.664219471	0.739389217	-0.99470894	0.032630438	-0.569997592
AT2G28890	0.453316194	-0.143217004	-2.703174781	-1.371563663	-2.64521745	-0.56376617	-0.608063958	-0.630023807	-0.6369444	-0.339054769	0.283449564	-1.044170998
AT3G61470	2.013886998	2.025196587	1.642434574	1.175939377	1.421254098	1.096617954	0.971597603	1.61257637	2.053385446	1.523125005	2.236535303	2.088093192
AT2G15620	1.441129959	1.673975513	1.320344403	1.352776777	0.551891122	2.227800056	2.245771576	3.344083873	2.473995174	1.984215532	2.209421973	1.913111707
AT4G25730	0.496179357	-1.207988906	0.567642536	0.007124435	0.268300089	0.281412689	-1.615497821	0.822677908	-1.558721	-0.372637921	-1.016917765	-0.237766226
AT1G56280	1.477150382	1.430136111	1.92607764	0.941871581	1.319541162	1.532401618	-0.168992494	-0.446088813	1.561888318	-0.860604336	1.154348227	1.095465476
AT2G21530	1.292810608	-0.619904417	0.384977481	0.218244369	0.045759926	1.112835446	-1.330661863	0.375222901	-0.4666313	1.141918433	0.56162674	1.323861135
AT3G52630	0.62331977	-0.27127476	-0.535757209	-1.305362538	0.508798458	0.566231104	-0.891790273	0.3763506	-0.1736044	0.261210352	-0.001062575	-0.783108401
AT4G39900	0.755264325	-0.785352901	-3.043337857	-0.453004864	-0.330957221	-0.710677216	-0.088010934	0.015702693	-0.09038625	-0.000964693	0.358689988	1.186443488
AT2G13360	1.924546985	0.221812624	0.386104827	1.644863649	1.599277735	1.223887382	0.948032515	2.40021676	0.749470709	1.770517107	0.862083589	2.563776237
AT2G23810	0.787307937	0.94317606	0.762472395	0.454355404	-0.262444957	0.538986779	0.61623849	0.684135456	0.783759194	0.643019242	1.748046343	0.73613956
AT2G27402	1.503341549	1.112430524	2.839499537	1.494743251	1.8308616	2.072849299	1.118435355	1.618973177	1.611397843	3.085988847	0.510376042	2.232547621
AT5G02380	1.994327696	1.83388806	2.037502135	2.098253391	2.732130941	1.850322001	1.041649351	2.891607148	2.393981067	1.38975783	1.740331481	2.24223883
AT1G48210	0.289284025	-0.335435471	-2.049281328	-0.904630626	-2.085553344	-1.379120283	-2.579954712	-0.543113159	-1.651313	-1.043432696	-0.652590014	-1.045771171
AT2G40550	0.327391124	-2.479434102	-2.351793883	-1.439527449	-1.309262514	-0.634457831	-1.790511757	-1.295943736	-1.8342	-0.966248885	-2.232539929	-1.26521985
AT3G61890	0.395149011	-0.243615064	-1.536483685	NA	NA	-2.054513976	NA	-1.72086319	-1.26446	0.490322085	-0.083220142	0.126610735
AT4G18020	0.553201164	-0.502767065	-1.539289528	-0.459478856	-2.028455913	-1.37036877	-3.211060354	-0.823050434	-1.383694	-0.454459359	1.037035995	0.019921423
AT4G01450	0.482568685	0.256385805	-1.174165213	-0.099019672	-1.294196285	0.813251429	0.339527193	1.051434449	0.169025441	0.953330841	0.504291127	0.832189814
AT5G63150	0.768010874	-1.199550485	-1.205476804	-0.042397994	-0.596506358	0.097212529	-1.120349035	-0.338144587	-0.6447811	-0.061006119	-0.766366754	0.505737977
AT1G49245	0.41818544	-0.640200469	-3.584280787	0.049917425	-0.261486926	-0.204156101	-0.003473905	-2.317609406	-0.5401372	0.417005526	1.892597898	-0.76835218
AT1G14900	0.998627449	-0.71243173	-0.640950211	-0.271595213	-1.576385077	-0.390471828	-0.652312297	-0.91846954	-0.08139119	0.803150302	0.855861491	0.324653687
AT2G22080	0.624223915	-0.769572588	-0.488639539	-1.524586026	-1.015289191	0.306644698	0.301034308	-1.524908219	-0.9518686	-0.155599648	-1.276145888	-1.857519713
AT4G00180	0.695328888	-1.672145256	-0.652943106	-1.249143077	-0.287473098	-2.409982529	0.02496825	-0.347201364	-0.1026469	0.849648205	-0.798049419	0.238802116
AT5G62390	1.039327618	-2.54477673	-0.907311112	-0.582499327	-0.431972981	0.009038062	-1.425331958	-0.045225933	-1.454667	0.41997752	-0.067825078	-0.219574589
AT4G35090	1.938471744	1.397724471	1.657950673	2.639388286	0.606564902	2.822222635	3.817062304	3.634136903	3.75211661	2.910297098	2.404488437	1.664038366
AT2G05070	2.0040781	1.905467939	2.228147398	1.881658908	4.329848897	3.644166362	-1.237521876	0.316254103	1.160096013	4.029039961	2.903018539	3.243799792
AT5G20400	0.389709404	-0.577351222	0.395369829	-1.307291996	-1.784256951	0.686817806	0.002971748	0.004204426	0.253536023	0.692954731	0.192192764	-1.29467316
AT1G33265	0.587075005	0.110047163	-1.051984899	-1.134556205	-1.520625606	-0.242983808	-2.276518185	-2.305936238	-0.8764624	0.354351816	-0.607753773	-0.071692324
AT1G62180	1.627462952	2.683756593	3.310591619	2.375035727	2.499121478	1.365559196	-0.146882451	0.767067851	3.666737689	2.835468056	3.500190534	1.03561858
AT4G35100	1.825156038	0.139063945	0.929916438	2.948128455	2.234188585	1.797404047	0.895106401	1.080555799	1.606257352	1.235377202	1.640933271	1.477962801
AT3G17185	0.990907898	-0.528893161	0.257565873	-0.886842843	0.197674309	0.118013205	-0.337580162	0.86366671	0.552099623	1.037531617	1.006470842	0.827588511
AT3G20820	1.018467467	1.012490052	0.619799349	1.239096483	0.495556075	0.882776135	-0.877525385	0.212527511	-0.4648984	-0.980315901	0.875421859	0.967097946
AT2G34420	2.00522954	2.622476401	2.789319628	1.6808852	3.197168311	3.025462547	3.494350586	2.923739098	5.24763032	3.150654333	3.711582021	2.942109285
AT5G24760	0.618038566	-1.411477725	-1.567053055	-2.844077227	-2.089111427	0.236654008	-1.756292267	-0.9319611	-0.6174775	0.496816252	-0.036831782	0.083680307
AT1G24170	0.708565186	0.08682624	0.696935978	-0.202453869	-0.606475805	0.815770173	-2.831491474	-1.814207419	-1.924049	-2.113304046	-1.113354216	-0.757640515
AT1G15250	0.851693661	-0.650390057	0.250045996	0.329802767	0.524334388	0.029319037	-0.483286337	0.004124893	-0.9937406	0.630452745	-0.3173173	-0.456902763
AT4G23060	0.192110877	-1.725182994	-1.706596537	-2.749688692	-2.129145116	-2.528215318	-0.093702649	-0.348517116	-1.554409	-0.904367591	-0.396038661	-0.689059305
AT2G31585	0.673692268	-0.092016877	0.647244216	0.737670834	0.316942428	1.461498962	0.468782976	0.042618224	1.869627986	0.558570947	2.244523476	-0.02080217
AT1G14210	0.681939128	-0.379634683	1.051119259	-0.499423562	0.473790944	1.825345936	-0.603108451	0.474947727	0.1031821	0.744905891	0.897018089	0.60647603
AT4G28780	0.871215948	-0.034522971	0.923481012	1.333196648	0.589415869	-0.057468629	-0.12181064	0.748259645	0.476430577	1.698474621	1.998874895	2.635816676
AT1G13080	0.707858517	-1.91707566	-0.61140791	-1.294751604	-1.078205023	-0.261704974	0.231782184	-1.199920312	0.08678423	0.197067598	0.644804567	-0.976780622
AT1G54575	0.354008255	1.216988479	0.495756903	0.22435086	0.665380232	-0.707497791	0.584694154	-0.414334443	0.548990601	1.15565044	0.885132202	1.057924591
AT1G14440	0.310407224	-0.200537889	-0.972101924	0.047930291	0.157420368	0.263217331	-0.390074003	0.053147946	-0.8441613	0.179627486	0.419536768	-0.579714191
AT1G78210	0.36449767	-1.410037918	-1.212860809	-1.019262846	-0.752844319	0.035049927	-1.281403857	-0.798884162	-1.565633	-0.286707361	-0.289718529	-1.034168119
AT3G12110	0.893646605	0.692995213	-0.073403036	-0.056140699	-1.677559285	-0.009102407	-2.766063699	0.544549621	-0.472789	0.840718115	-0.661519021	0.378646826
AT3G44750	1.02131616	-0.092848108	2.038702085	1.022589493	1.349408194	1.072080127	0.538989132	2.381624994	0.681230212	1.570372772	-0.311510484	1.782280063
AT3G16440	0.338667183	0.626551153	1.713897696	-1.024967374	-0.729916562	1.165493481	1.616981816	2.180014612	1.137704384	2.36234192	2.212145042	1.414752957
AT5G45930	0.916425955	-1.026798458	-0.671656146	-0.171857035	-0.461089269	0.717810972	-0.915017968	0.475682387	0.1725498	0.534322715	0.48497078	-0.034416108
AT4G32915	0.946141872	0.109676806	-0.67711945	0.071628809	-0.303625129	0.621321739	-0.587025109	-0.978336686	-1.423718	1.101474938	0.283785536	-0.62968961
AT5G65660	1.154889822	1.476831605	1.171733721	1.329056811	-1.553297581	1.244484921	0.951887522	2.851250311	2.590080311	2.332570427	3.073835837	0.683180065
AT3G10985	0.972957862	1.614781527	-0.971797932	1.24439324	-0.37014716	2.230931822	2.805756646	0.754464946	0.683729171	1.134009646	1.95175299	1.540301564
