Gene	ZT0_effect.size	ZT0_p.value	ZT0_q.value	ZT0_Mean	ZT0_CV2	ZT0_TechNoise	ZT0_BioVar	ZT0_Stable	ZT0_Type
AT1G28240	-0.012387501	0.977057429	0.999999999	20.14285714	0.013596282	0.025983784	-0.012387501	0.010148099	Other
AT2G46320	-0.038050674	0.996644932	0.999999999	9.142857143	0.016301082	0.054351755	-0.038050674	0.010151187	Other
AT3G13290	-0.038050674	0.996644932	0.999999999	9.142857143	0.016301082	0.054351755	-0.038050674	0.010151187	Other
AT5G22290	-0.038050674	0.996644932	0.999999999	9.142857143	0.016301082	0.054351755	-0.038050674	0.010151187	Other
AT2G41710	-0.006509979	0.955611329	0.999999999	27.78571429	0.012988182	0.01949816	-0.006509979	0.010157677	Other
AT1G01725	-0.007002075	0.958178033	0.999999999	26.92857143	0.013040158	0.020042233	-0.007002075	0.010157837	Other
AT4G20380	0.002309088	0.847769498	0.999999999	64.64285714	0.012061433	0.009752345	0.002309088	0.010159101	Other
AT3G60130	-0.002839337	0.928692067	0.999999999	36.42857143	0.012603437	0.015442774	-0.002839337	0.010159159	Other
AT3G06850	-0.004868288	0.945427267	0.999999999	31.07142857	0.012822342	0.01769063	-0.004868288	0.010163983	Other
AT5G19440	0.00421718	0.792553839	0.999999999	90.57142857	0.011866205	0.007649025	0.00421718	0.010164189	Other
AT4G32020	0.006553405	0.692368371	0.999999999	178.4285714	0.011620407	0.005067002	0.006553405	0.010164298	Other
AT5G55070	0.001514558	0.865355066	0.999999999	57.64285714	0.012159121	0.010644563	0.001514558	0.010171816	Other
AT1G78660	0.002756714	0.836251323	0.999999999	69.14285714	0.012030888	0.009274174	0.002756714	0.010174096	Other
AT2G40800	-0.009313191	0.967906972	0.999999999	23.5	0.013302225	0.022615416	-0.009313191	0.010174839	Other
AT2G47020	-0.033691	0.995661671	0.999999999	10.07142857	0.015871358	0.049562358	-0.033691	0.010177596	Other
AT4G21320	-0.033691	0.995661671	0.999999999	10.07142857	0.015871358	0.049562358	-0.033691	0.010177596	Other
AT5G03200	-0.017291599	0.985547859	0.999999999	16.35714286	0.014149234	0.031440833	-0.017291599	0.010181332	Other
AT2G17790	-0.013808479	0.979958151	0.999999999	18.85714286	0.013782934	0.027591414	-0.013808479	0.010181643	Other
AT3G52470	0.00361767	0.811671894	0.999999999	80.14285714	0.011949045	0.008331375	0.00361767	0.010182043	Other
AT4G28030	0.006210387	0.709538737	0.999999999	155.1428571	0.011676903	0.005466516	0.006210387	0.010182745	Other
AT1G03560	-0.065289189	0.998944222	0.999999999	5.785714286	0.01920439	0.084493578	-0.065289189	0.010183845	Other
AT5G16820	-0.065289189	0.998944222	0.999999999	5.785714286	0.01920439	0.084493578	-0.065289189	0.010183845	Other
AT3G51000	-0.000433261	0.899407591	0.999999999	45.64285714	0.012377517	0.012810777	-0.000433261	0.010183905	Other
AT5G53800	-0.017994177	0.986406427	0.999999999	15.92857143	0.014227884	0.032222061	-0.017994177	0.010185579	Other
AT5G06160	-0.015079379	0.982254864	0.999999999	17.85714286	0.013922462	0.029001841	-0.015079379	0.010186844	Other
AT1G02280	0.006458436	0.696902023	0.999999999	170.0714286	0.011656236	0.0051978	0.006458436	0.01018767	Other
AT3G17100	0.004584628	0.779040553	0.999999999	97.64285714	0.011853888	0.007269261	0.004584628	0.010188041	Other
AT3G63540	0.007138245	0.659524642	0.999999999	232.4285714	0.011586835	0.004448589	0.007138245	0.010189622	Other
AT2G04360	0.000455267	0.885130996	0.999999999	50.35714286	0.012291906	0.011836639	0.000455267	0.01019107	Other
AT1G27390	-0.000666995	0.902659366	0.999999999	44.5	0.01241102	0.013078015	-0.000666995	0.010191958	Other
AT2G21440	-0.021861266	0.990141364	0.999999999	13.92857143	0.014642189	0.036503455	-0.021861266	0.010192132	Other
AT3G20560	-0.021861266	0.990141364	0.999999999	13.92857143	0.014642189	0.036503455	-0.021861266	0.010192132	Other
AT1G06130	-0.004161593	0.939746624	0.999999999	32.64285714	0.012793196	0.016954789	-0.004161593	0.010204917	Other
AT2G38540	0.008445659	0.574242101	0.999999999	771.2857143	0.011466645	0.003020986	0.008445659	0.010205395	Other
AT1G22630	0.00617292	0.710945244	0.999999999	151.7857143	0.011707145	0.005534225	0.00617292	0.010206539	Other
AT1G06700	0.004816767	0.769810393	0.999999999	102.4285714	0.011858767	0.007042	0.004816767	0.010214563	Other
AT5G19340	-0.011659637	0.974881224	0.999999999	20.78571429	0.013594912	0.025254549	-0.011659637	0.01021618	Other
AT3G60830	-0.021214702	0.989549757	0.999999999	14.21428571	0.014603361	0.035818063	-0.021214702	0.01021858	Other
AT3G54200	-0.016050205	0.983676595	0.999999999	17.14285714	0.014059829	0.030110034	-0.016050205	0.01021867	Other
AT2G47910	0.004234244	0.790898335	0.999999999	89.85714286	0.011924952	0.007690709	0.004234244	0.010218967	Other
AT3G01520	0.00519621	0.754574637	0.999999999	112.3571429	0.011828475	0.006632265	0.00519621	0.010223293	Other
AT3G21250	-0.003506553	0.934023889	0.999999999	34.28571429	0.012751068	0.016257622	-0.003506553	0.010229186	Other
AT2G40820	-0.020753125	0.989117335	0.999999999	14.42857143	0.014568707	0.035321833	-0.020753125	0.010231186	Other
AT3G02580	-0.000768297	0.903488419	0.999999999	43.85714286	0.01246616	0.013234457	-0.000768297	0.010232198	Other
AT4G35050	-0.02214087	0.990260785	0.999999999	13.78571429	0.014715935	0.036856805	-0.02214087	0.010232225	Other
AT1G32370	-0.004218725	0.939869804	0.999999999	32.42857143	0.012832207	0.017050932	-0.004218725	0.010234771	Other
AT1G07820	0.004193051	0.791990006	0.999999999	88.78571429	0.011947542	0.007754492	0.004193051	0.010235482	Other
AT3G53780	-0.0156191	0.982928618	0.999999999	17.42857143	0.014036756	0.029655857	-0.0156191	0.010238852	Other
AT1G68810	-0.024949356	0.99211654	0.999999999	12.64285714	0.015021717	0.039971073	-0.024949356	0.010241411	Other
AT4G35530	-0.024949356	0.99211654	0.999999999	12.64285714	0.015021717	0.039971073	-0.024949356	0.010241411	Other
AT2G45630	-0.018181725	0.986444543	0.999999999	15.78571429	0.014310171	0.032491897	-0.018181725	0.010242168	Other
AT1G64355	0.003089256	0.82598678	0.999999999	72.21428571	0.012071279	0.008982022	0.003089256	0.010242311	Other
AT5G45490	0.001444019	0.865593787	0.999999999	56.57142857	0.01224463	0.010800611	0.001444019	0.010242463	Other
AT1G04300	-0.005630401	0.949675582	0.999999999	29.28571429	0.012992267	0.018622668	-0.005630401	0.010245142	Other
AT2G01720	0.002991011	0.828635412	0.999999999	71	0.012085514	0.009094503	0.002991011	0.010245834	Other
AT2G20390	-0.005733235	0.950265546	0.999999999	29.07142857	0.013008971	0.018742207	-0.005733235	0.010250462	Other
AT4G30310	0.003185928	0.823084247	0.999999999	73.28571429	0.012071798	0.00888587	0.003185928	0.010251988	Other
AT5G63980	0.000899699	0.876110188	0.999999999	52.71428571	0.012314607	0.011414909	0.000899699	0.010253936	Other
AT4G15420	-0.014628199	0.981160523	0.999999999	18.14285714	0.013954797	0.028582996	-0.014628199	0.01025907	Other
AT5G64360	-0.014628199	0.981160523	0.999999999	18.14285714	0.013954797	0.028582996	-0.014628199	0.01025907	Other
AT3G22330	-0.013142225	0.978205979	0.999999999	19.35714286	0.013798622	0.026940847	-0.013142225	0.01025929	Other
AT5G14530	-0.022604272	0.990540838	0.999999999	13.57142857	0.014796505	0.037400777	-0.022604272	0.010260989	Other
AT4G23820	-0.000133958	0.893597025	0.999999999	46.71428571	0.01243816	0.012572118	-0.000133958	0.010267278	Other
AT2G32530	-0.00899961	0.966091668	0.999999999	23.78571429	0.01337304	0.022372651	-0.00899961	0.010268775	Other
AT4G29040	0.002321985	0.845459272	0.999999999	63.71428571	0.012181408	0.009859422	0.002321985	0.010268878	Other
AT1G09780	0.005897618	0.722756705	0.999999999	135.1428571	0.011817181	0.005919564	0.005897618	0.010279876	Other
AT3G22210	0.004838482	0.767692084	0.999999999	101.3571429	0.011929497	0.007091015	0.004838482	0.010280625	Other
AT1G67410	-0.047145285	0.997800195	0.999999999	7.642857143	0.017401587	0.064546872	-0.047145285	0.010280729	Other
AT2G48060	-0.047145285	0.997800195	0.999999999	7.642857143	0.017401587	0.064546872	-0.047145285	0.010280729	Other
AT5G38590	-0.047145285	0.997800195	0.999999999	7.642857143	0.017401587	0.064546872	-0.047145285	0.010280729	Other
AT5G47940	-0.047145285	0.997800195	0.999999999	7.642857143	0.017401587	0.064546872	-0.047145285	0.010280729	Other
AT5G50350	-0.047145285	0.997800195	0.999999999	7.642857143	0.017401587	0.064546872	-0.047145285	0.010280729	Other
AT5G67170	-0.047145285	0.997800195	0.999999999	7.642857143	0.017401587	0.064546872	-0.047145285	0.010280729	Other
AT1G31830	-0.020851534	0.989072141	0.999999999	14.35714286	0.014634063	0.035485597	-0.020851534	0.010280945	Other
AT3G10980	-0.020851534	0.989072141	0.999999999	14.35714286	0.014634063	0.035485597	-0.020851534	0.010280945	Other
AT4G32070	-0.020851534	0.989072141	0.999999999	14.35714286	0.014634063	0.035485597	-0.020851534	0.010280945	Other
AT4G36500	-0.007224171	0.958251804	0.999999999	26.35714286	0.013200436	0.020424608	-0.007224171	0.010281698	Other
AT1G12250	0.004186264	0.791284501	0.999999999	87.78571429	0.012001691	0.007815427	0.004186264	0.010283827	Other
AT4G16390	-0.002182512	0.920288219	0.999999999	38.14285714	0.012674304	0.014856816	-0.002182512	0.010285832	Other
AT1G73090	-0.01278511	0.977235419	0.999999999	19.64285714	0.013798856	0.026583965	-0.01278511	0.010293512	Other
AT4G21540	-0.009944328	0.969294894	0.999999999	22.57142857	0.013502521	0.023446848	-0.009944328	0.01029595	Other
AT2G29530	0.005574047	0.737016678	0.999999999	121.9285714	0.011874487	0.00630044	0.005574047	0.010300908	Other
AT4G10050	-0.016719342	0.984340041	0.999999999	16.64285714	0.014223026	0.030942368	-0.016719342	0.010302596	Other
AT5G57100	-0.016719342	0.984340041	0.999999999	16.64285714	0.014223026	0.030942368	-0.016719342	0.010302596	Other
AT5G58960	-0.016719342	0.984340041	0.999999999	16.64285714	0.014223026	0.030942368	-0.016719342	0.010302596	Other
AT3G23030	0.002097794	0.850160716	0.999999999	61.35714286	0.012243584	0.010145789	0.002097794	0.010303781	Other
AT2G26830	-0.018493782	0.986607938	0.999999999	15.57142857	0.014412151	0.032905934	-0.018493782	0.010304716	Other
AT3G18030	-0.014485721	0.980682327	0.999999999	18.21428571	0.013994617	0.028480338	-0.014485721	0.010308667	Other
AT5G23535	-0.002996346	0.928360422	0.999999999	35.5	0.012787451	0.015783797	-0.002996346	0.010310695	Other
AT1G33060	-0.031265374	0.994784221	0.999999999	10.64285714	0.015765056	0.04703043	-0.031265374	0.01031243	Other
AT1G53390	-0.031265374	0.994784221	0.999999999	10.64285714	0.015765056	0.04703043	-0.031265374	0.01031243	Other
AT1G54380	-0.031265374	0.994784221	0.999999999	10.64285714	0.015765056	0.04703043	-0.031265374	0.01031243	Other
AT3G02280	-0.031265374	0.994784221	0.999999999	10.64285714	0.015765056	0.04703043	-0.031265374	0.01031243	Other
AT5G06350	-0.031265374	0.994784221	0.999999999	10.64285714	0.015765056	0.04703043	-0.031265374	0.01031243	Other
AT2G20630	0.003275825	0.819347969	0.999999999	73.64285714	0.012130266	0.008854441	0.003275825	0.010313449	Other
AT2G40280	-0.02647838	0.992797016	0.999999999	12.07142857	0.015270959	0.041749339	-0.02647838	0.010321294	Other
AT2G24060	0.004874149	0.765510301	0.999999999	101.2142857	0.011971777	0.007097629	0.004874149	0.010322276	Other
AT2G33530	-0.008521505	0.963799922	0.999999999	24.35714286	0.013382701	0.021904206	-0.008521505	0.010323049	Other
AT2G26600	-0.014377957	0.980411142	0.999999999	18.28571429	0.014000526	0.028378482	-0.014377957	0.010324276	Other
AT3G13800	-0.014377957	0.980411142	0.999999999	18.28571429	0.014000526	0.028378482	-0.014377957	0.010324276	Other
AT3G27420	-0.014377957	0.980411142	0.999999999	18.28571429	0.014000526	0.028378482	-0.014377957	0.010324276	Other
AT1G77090	0.001500199	0.862956397	0.999999999	56.35714286	0.012332732	0.010832533	0.001500199	0.010327525	Other
AT1G15200	-0.002374169	0.921782931	0.999999999	37.35714286	0.012744535	0.015118704	-0.002374169	0.010331122	Other
AT2G34660	-0.004817421	0.943222064	0.999999999	30.78571429	0.013015069	0.01783249	-0.004817421	0.0103432	Other
AT2G44640	0.000320377	0.884988299	0.999999999	48.71428571	0.012475085	0.012154708	0.000320377	0.010343957	Other
AT1G64650	0.002413574	0.841827513	0.999999999	63.85714286	0.01225632	0.009842746	0.002413574	0.010345379	Other
AT4G10110	-0.008546597	0.963705245	0.999999999	24.28571429	0.013414959	0.021961556	-0.008546597	0.010349845	Other
AT5G43960	-0.001613883	0.912835155	0.999999999	39.92857143	0.012686064	0.014299946	-0.001613883	0.010350627	Other
AT1G73840	-0.002509953	0.922963545	0.999999999	36.85714286	0.012781222	0.015291174	-0.002509953	0.010351382	Other
AT1G48050	-0.02775449	0.99335337	0.999999999	11.64285714	0.015443099	0.043197589	-0.02775449	0.010355506	Other
AT4G12780	-0.02775449	0.99335337	0.999999999	11.64285714	0.015443099	0.043197589	-0.02775449	0.010355506	Other
AT5G10870	-0.02775449	0.99335337	0.999999999	11.64285714	0.015443099	0.043197589	-0.02775449	0.010355506	Other
AT1G67300	-0.029659042	0.994150823	0.999999999	11.07142857	0.015643961	0.045303002	-0.029659042	0.010355852	Other
AT2G05812	-0.029659042	0.994150823	0.999999999	11.07142857	0.015643961	0.045303002	-0.029659042	0.010355852	Other
AT4G38670	-0.029659042	0.994150823	0.999999999	11.07142857	0.015643961	0.045303002	-0.029659042	0.010355852	Other
AT1G62020	-0.006038014	0.951127791	0.999999999	28.28571429	0.013157998	0.019196012	-0.006038014	0.010356269	Other
AT5G23120	0.007879709	0.61122165	0.999999999	337.2857143	0.011693042	0.003813333	0.007879709	0.01035633	Other
AT3G63130	-0.008590622	0.963826295	0.999999999	24.21428571	0.013428623	0.022019245	-0.008590622	0.010358015	Other
AT3G15590	-0.013889969	0.979284602	0.999999999	18.64285714	0.013990941	0.02788091	-0.013889969	0.010362079	Other
AT3G33520	-0.005804068	0.949633296	0.999999999	28.71428571	0.013141335	0.018945403	-0.005804068	0.010363474	Other
AT4G34600	0.003739793	0.804328521	0.999999999	79.21428571	0.012140637	0.008400843	0.003739793	0.010367019	Other
AT3G05570	-0.002747173	0.925195813	0.999999999	36.07142857	0.012824685	0.015571859	-0.002747173	0.010368114	Other
AT3G62720	-0.023528123	0.99095054	0.999999999	13.14285714	0.015013814	0.038541937	-0.023528123	0.010369616	Other
AT5G52870	-0.023528123	0.99095054	0.999999999	13.14285714	0.015013814	0.038541937	-0.023528123	0.010369616	Other
AT1G29670	0.002734242	0.833191772	0.999999999	66.78571429	0.012250851	0.009516608	0.002734242	0.01037097	Other
AT3G13450	-0.000215811	0.893263356	0.999999999	45.78571429	0.012562499	0.012778311	-0.000215811	0.01037198	Other
AT2G40140	-0.015185727	0.981661216	0.999999999	17.64285714	0.01413915	0.029324877	-0.015185727	0.010372767	Other
AT2G39750	-0.01068413	0.971188772	0.999999999	21.64285714	0.013665495	0.024349625	-0.01068413	0.010372945	Other
AT1G08580	0.002087575	0.849108295	0.999999999	60.64285714	0.012324537	0.010236962	0.002087575	0.010376051	Other
AT2G28600	-0.009914407	0.968602438	0.999999999	22.5	0.01359924	0.023513647	-0.009914407	0.010386308	Other
AT5G57150	-0.009914407	0.968602438	0.999999999	22.5	0.01359924	0.023513647	-0.009914407	0.010386308	Other
AT2G42620	-0.011554871	0.973608547	0.999999999	20.71428571	0.013778469	0.02533334	-0.011554871	0.010392233	Other
AT1G10150	-0.017665873	0.985299692	0.999999999	16	0.014423077	0.03208895	-0.017665873	0.010393449	Other
AT2G02410	-0.016405526	0.983530361	0.999999999	16.78571429	0.014293972	0.030699498	-0.016405526	0.010396673	Other
AT5G46390	-0.007018598	0.956219269	0.999999999	26.5	0.01330887	0.020327468	-0.007018598	0.010399383	Other
AT2G23320	0.003670579	0.805820333	0.999999999	77.71428571	0.012187146	0.008516568	0.003670579	0.010402508	Other
AT5G59380	-0.011753394	0.974044466	0.999999999	20.5	0.013819613	0.025573007	-0.011753394	0.010410551	Other
AT5G44070	-0.006700228	0.954365646	0.999999999	27	0.013295347	0.019995574	-0.006700228	0.010417469	Other
AT5G12230	-0.002961525	0.926702861	0.999999999	35.28571429	0.012903519	0.015865043	-0.002961525	0.010419025	Other
AT3G26720	-0.003258005	0.929461903	0.999999999	34.42857143	0.012942138	0.016200143	-0.003258005	0.01042573	Other
AT3G14180	-0.012729415	0.976410515	0.999999999	19.57142857	0.013942794	0.026672209	-0.012729415	0.010429047	Other
AT3G51460	-0.004927476	0.943117754	0.999999999	30.35714286	0.013122811	0.018050287	-0.004927476	0.010430199	Other
AT3G43440	-0.022602294	0.990138845	0.999999999	13.5	0.014983645	0.037585939	-0.022602294	0.010430494	Other
AT3G56120	-0.022602294	0.990138845	0.999999999	13.5	0.014983645	0.037585939	-0.022602294	0.010430494	Other
AT4G35550	-0.022602294	0.990138845	0.999999999	13.5	0.014983645	0.037585939	-0.022602294	0.010430494	Other
AT5G58990	-0.004659335	0.941083056	0.999999999	30.92857143	0.013101897	0.017761232	-0.004659335	0.010436814	Other
AT1G21600	0.001964217	0.850804828	0.999999999	59.07142857	0.01240952	0.010445304	0.001964217	0.010441192	Other
AT2G27340	-0.018478332	0.98612991	0.999999999	15.5	0.014568158	0.03304649	-0.018478332	0.010447336	Other
AT4G38270	-0.023986847	0.991078868	0.999999999	12.92857143	0.015154041	0.039140888	-0.023986847	0.0104528	Other
AT5G14100	-0.023986847	0.991078868	0.999999999	12.92857143	0.015154041	0.039140888	-0.023986847	0.0104528	Other
AT3G57230	-0.004176166	0.937125656	0.999999999	32	0.013070913	0.01724708	-0.004176166	0.010454797	Other
AT3G26100	-0.001803948	0.913678647	0.999999999	38.85714286	0.012823979	0.014627926	-0.001803948	0.010457306	Other
AT3G02470	0.008555913	0.563610189	0.999999999	612.9285714	0.011735993	0.003180079	0.008555913	0.010459591	Other
AT2G44525	0.001303565	0.864689686	0.999999999	54	0.012503957	0.011200392	0.001303565	0.010463716	Other
AT3G50520	-0.004076033	0.936188324	0.999999999	32.21428571	0.013072321	0.017148353	-0.004076033	0.010465607	Other
AT1G73655	0.006000469	0.714413258	0.999999999	131.5	0.012017389	0.006016919	0.006000469	0.010470812	Other
AT5G47180	-0.004949287	0.942811292	0.999999999	30.21428571	0.013174972	0.018124259	-0.004949287	0.010475315	Other
AT4G28640	-0.024325658	0.991232504	0.999999999	12.78571429	0.015225684	0.039551343	-0.024325658	0.010485353	Other
AT4G38020	-0.024325658	0.991232504	0.999999999	12.78571429	0.015225684	0.039551343	-0.024325658	0.010485353	Other
AT3G03270	-0.001715227	0.912232458	0.999999999	39.07142857	0.012845665	0.014560891	-0.001715227	0.010485376	Other
AT1G31020	-0.011750757	0.973610019	0.999999999	20.42857143	0.013903257	0.025654013	-0.011750757	0.01048648	Other
AT5G66770	-0.020054055	0.987720619	0.999999999	14.64285714	0.014786071	0.034840126	-0.020054055	0.010494426	Other
AT1G53170	-0.009565318	0.966630825	0.999999999	22.78571429	0.013683646	0.023248965	-0.009565318	0.010495922	Other
AT2G32010	-0.024887313	0.991565573	0.999999999	12.57142857	0.015297203	0.040184516	-0.024887313	0.010496569	Other
AT2G05620	0.00828856	0.582031646	0.999999999	427.2142857	0.011805483	0.003516923	0.00828856	0.010497001	Other
AT3G02468	0.008739646	0.549842577	0.999999999	768.2142857	0.011763094	0.003023448	0.008739646	0.010501609	Other
AT2G46090	-0.007362494	0.957091951	0.999999999	25.78571429	0.013461435	0.020823929	-0.007362494	0.010504667	Other
AT5G07740	-0.023211468	0.990409029	0.999999999	13.21428571	0.015135135	0.038346603	-0.023211468	0.01050954	Other
AT1G17850	-0.015969678	0.982410567	0.999999999	17	0.01437317	0.030342848	-0.015969678	0.010509838	Other
AT4G00400	-0.007588791	0.958146323	0.999999999	25.42857143	0.013493828	0.021082619	-0.007588791	0.010512423	Other
AT5G58620	-0.018032342	0.985353919	0.999999999	15.71428571	0.014596313	0.032628654	-0.018032342	0.010515285	Other
AT4G02210	-0.037317302	0.996162561	0.999999999	9.214285714	0.016631767	0.053949069	-0.037317302	0.010520223	Other
AT1G66430	0.003454304	0.810099423	0.999999999	73.21428571	0.012346497	0.008892193	0.003454304	0.010526084	Other
AT5G66030	-0.000804291	0.899696189	0.999999999	42.42857143	0.012794787	0.013599078	-0.000804291	0.0105261	Other
AT1G16500	-0.034586548	0.995505188	0.999999999	9.785714286	0.01635266	0.050939209	-0.034586548	0.01052777	Other
AT2G29580	-0.034586548	0.995505188	0.999999999	9.785714286	0.01635266	0.050939209	-0.034586548	0.01052777	Other
AT3G59940	-0.000133672	0.889584809	0.999999999	45.42857143	0.012726188	0.01285986	-0.000133672	0.010527903	Other
AT4G25900	-0.000767566	0.899133282	0.999999999	42.57142857	0.012793949	0.013561515	-0.000767566	0.010528839	Other
AT3G62110	-0.009954159	0.967791538	0.999999999	22.28571429	0.013762454	0.023716613	-0.009954159	0.010530192	Other
AT1G80480	-4.28E-05	0.888088627	0.999999999	45.85714286	0.012719358	0.012762153	-4.28E-05	0.010530378	Other
AT1G71865	-0.015126584	0.980887273	0.999999999	17.57142857	0.014307723	0.029434307	-0.015126584	0.010530918	Other
AT2G03220	-0.015126584	0.980887273	0.999999999	17.57142857	0.014307723	0.029434307	-0.015126584	0.010530918	Other
AT4G32770	-0.015126584	0.980887273	0.999999999	17.57142857	0.014307723	0.029434307	-0.015126584	0.010530918	Other
AT4G17460	-0.00026367	0.891543545	0.999999999	44.78571429	0.012746257	0.013009927	-0.00026367	0.010533679	Other
AT3G15900	0.002237714	0.842721957	0.999999999	60.57142857	0.012483912	0.010246198	0.002237714	0.010534546	Other
AT3G52640	-0.012701523	0.975780214	0.999999999	19.5	0.014059576	0.026761099	-0.012701523	0.010537363	Other
AT4G18380	-0.012701523	0.975780214	0.999999999	19.5	0.014059576	0.026761099	-0.012701523	0.010537363	Other
AT2G28720	-0.017759654	0.984909728	0.999999999	15.85714286	0.014596717	0.032356371	-0.017759654	0.010541621	Other
AT4G31490	-0.017759654	0.984909728	0.999999999	15.85714286	0.014596717	0.032356371	-0.017759654	0.010541621	Other
AT1G08380	0.009150427	0.518438967	0.999999999	2210.928571	0.011770451	0.002620024	0.009150427	0.010547388	Other
AT3G02570	-0.001053585	0.902716869	0.999999999	41.28571429	0.012855357	0.013908943	-0.001053585	0.010557159	Other
AT5G16140	-0.011303549	0.971850232	0.999999999	20.78571429	0.013951	0.025254549	-0.011303549	0.010572267	Other
AT1G80610	-0.033909504	0.995268222	0.999999999	9.928571429	0.016331373	0.050240878	-0.033909504	0.010572991	Other
AT4G27820	-0.033909504	0.995268222	0.999999999	9.928571429	0.016331373	0.050240878	-0.033909504	0.010572991	Other
AT3G57880	-0.021962121	0.989272017	0.999999999	13.71428571	0.015074119	0.03703624	-0.021962121	0.01057332	Other
AT5G53770	-0.021962121	0.989272017	0.999999999	13.71428571	0.015074119	0.03703624	-0.021962121	0.01057332	Other
AT3G13190	-0.026016173	0.992078703	0.999999999	12.14285714	0.01550173	0.041517903	-0.026016173	0.010574107	Other
AT5G05680	-0.026016173	0.992078703	0.999999999	12.14285714	0.01550173	0.041517903	-0.026016173	0.010574107	Other
AT2G24290	-0.001636206	0.909914668	0.999999999	39	0.012946948	0.014583154	-0.001636206	0.010584539	Other
AT4G23890	0.006407164	0.692512793	0.999999999	144.4285714	0.01210078	0.005693616	0.006407164	0.010584994	Other
AT1G26190	-0.05461532	0.99827638	0.999999999	6.714285714	0.018525612	0.073140932	-0.05461532	0.010586272	Other
AT1G73880	-0.05461532	0.99827638	0.999999999	6.714285714	0.018525612	0.073140932	-0.05461532	0.010586272	Other
AT2G32415	-0.05461532	0.99827638	0.999999999	6.714285714	0.018525612	0.073140932	-0.05461532	0.010586272	Other
AT3G56270	-0.05461532	0.99827638	0.999999999	6.714285714	0.018525612	0.073140932	-0.05461532	0.010586272	Other
AT1G53500	-0.00542838	0.944985456	0.999999999	29	0.013354066	0.018782446	-0.00542838	0.010591724	Other
AT1G28110	-0.007701212	0.958046183	0.999999999	25.14285714	0.013593651	0.021294863	-0.007701212	0.010592031	Other
AT1G72640	0.001566641	0.856995176	0.999999999	54.92857143	0.01261835	0.011051709	0.001566641	0.010592269	Other
AT4G04614	-0.004313406	0.936724854	0.999999999	31.35714286	0.013237949	0.017551355	-0.004313406	0.010592854	Other
AT4G30930	-0.004313406	0.936724854	0.999999999	31.35714286	0.013237949	0.017551355	-0.004313406	0.010592854	Other
AT5G35330	-0.003116447	0.926103597	0.999999999	34.35714286	0.013112375	0.016228823	-0.003116447	0.010593236	Other
AT2G01918	-0.009060689	0.964001954	0.999999999	23.28571429	0.01374071	0.022801399	-0.009060689	0.010595611	Other
AT4G25700	0.005170153	0.748535128	0.999999999	101.7142857	0.012244715	0.007074562	0.005170153	0.01059741	Other
AT1G45231	-0.075332936	0.999146283	0.999999999	5.071428571	0.020722384	0.09605532	-0.075332936	0.010600721	Other
AT1G64940	-0.075332936	0.999146283	0.999999999	5.071428571	0.020722384	0.09605532	-0.075332936	0.010600721	Other
AT4G35740	-0.075332936	0.999146283	0.999999999	5.071428571	0.020722384	0.09605532	-0.075332936	0.010600721	Other
AT5G18950	-0.075332936	0.999146283	0.999999999	5.071428571	0.020722384	0.09605532	-0.075332936	0.010600721	Other
AT5G37590	-0.075332936	0.999146283	0.999999999	5.071428571	0.020722384	0.09605532	-0.075332936	0.010600721	Other
AT4G11600	0.006442469	0.690419353	0.999999999	145.2857143	0.012116685	0.005674215	0.006442469	0.010602746	Other
AT2G38670	-0.00739952	0.956426767	0.999999999	25.57142857	0.013578756	0.020978276	-0.00739952	0.010607288	Other
AT3G22780	-0.008389971	0.961074931	0.999999999	24.14285714	0.013687304	0.022077274	-0.008389971	0.010611169	Other
AT4G02940	-0.000632423	0.895932162	0.999999999	42.78571429	0.012873217	0.01350564	-0.000632423	0.010613428	Other
AT3G16430	0.002338578	0.838616568	0.999999999	60.64285714	0.01257554	0.010236962	0.002338578	0.010627054	Other
AT1G25450	-0.005503246	0.945142377	0.999999999	28.78571429	0.013401114	0.018904361	-0.005503246	0.010627162	Other
AT1G67740	0.009024311	0.527502656	0.999999999	1049.785714	0.011881937	0.002857626	0.009024311	0.010636245	Other
AT1G71695	0.004149029	0.78581027	0.999999999	81.28571429	0.012397084	0.008248055	0.004149029	0.010638018	Other
AT5G12320	-0.004328947	0.936336774	0.999999999	31.21428571	0.013291726	0.017620674	-0.004328947	0.01064003	Other
AT1G67930	-0.019622888	0.986826535	0.999999999	14.78571429	0.014903857	0.034526745	-0.019622888	0.010642059	Other
AT5G38030	-0.026581606	0.992258996	0.999999999	11.92857143	0.01563892	0.042220526	-0.026581606	0.010644381	Other
AT4G12700	-0.031205638	0.994312512	0.999999999	10.57142857	0.016126313	0.047331952	-0.031205638	0.010644971	Other
AT4G18800	-0.016266336	0.982350317	0.999999999	16.71428571	0.014554078	0.030820414	-0.016266336	0.010645263	Other
AT1G24460	-0.027691946	0.992830391	0.999999999	11.57142857	0.015757448	0.043449394	-0.027691946	0.010645873	Other
AT1G79630	-0.027691946	0.992830391	0.999999999	11.57142857	0.015757448	0.043449394	-0.027691946	0.010645873	Other
AT3G01930	-0.015727716	0.981456131	0.999999999	17.07142857	0.014498238	0.030225954	-0.015727716	0.010646038	Other
AT4G03415	-0.00435379	0.936464067	0.999999999	31.14285714	0.013301781	0.017655572	-0.00435379	0.010646761	Other
